type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol
red;10.0000000000;0.3200000000;0.5900000000;2.2000000000;0.0770000000;3.0000000000;15.0000000000;0.9994000000;3.2000000000;0.7800000000;9.6000000000
red;7.7000000000;0.9150000000;0.1200000000;2.2000000000;0.1430000000;7.0000000000;23.0000000000;0.9964000000;3.3500000000;0.6500000000;10.2000000000
red;7.0000000000;0.6900000000;0.0000000000;1.9000000000;0.1140000000;3.0000000000;10.0000000000;0.9963600000;3.3500000000;0.6000000000;9.7000000000
red;7.8000000000;0.8800000000;0.0000000000;2.6000000000;0.0980000000;25.0000000000;67.0000000000;0.9968000000;3.2000000000;0.6800000000;9.8000000000
red;5.1000000000;0.4700000000;0.0200000000;1.3000000000;0.0340000000;18.0000000000;44.0000000000;0.9921000000;3.9000000000;0.6200000000;12.8000000000
red;9.1000000000;0.6400000000;0.2300000000;3.1000000000;0.0950000000;13.0000000000;38.0000000000;0.9998000000;3.2800000000;0.5900000000;9.7000000000
red;6.7000000000;0.7000000000;0.0800000000;3.7500000000;0.0670000000;8.0000000000;16.0000000000;0.9933400000;3.4300000000;0.5200000000;12.6000000000
red;10.6000000000;0.2800000000;0.3900000000;15.5000000000;0.0690000000;6.0000000000;23.0000000000;1.0026000000;3.1200000000;0.6600000000;9.2000000000
red;7.5000000000;0.3100000000;0.4100000000;2.4000000000;0.0650000000;34.0000000000;60.0000000000;0.9949200000;3.3400000000;0.8500000000;11.4000000000
red;6.5000000000;0.5800000000;0.0000000000;2.2000000000;0.0960000000;3.0000000000;13.0000000000;0.9955700000;3.6200000000;0.6200000000;11.5000000000
red;7.7000000000;0.4100000000;0.7600000000;1.8000000000;0.6110000000;8.0000000000;45.0000000000;0.9968000000;3.0600000000;1.2600000000;9.4000000000
red;10.2000000000;0.2400000000;0.4900000000;2.4000000000;0.0750000000;10.0000000000;28.0000000000;0.9978000000;3.1400000000;0.6100000000;10.4000000000
red;8.1000000000;0.8700000000;0.0000000000;3.3000000000;0.0960000000;26.0000000000;61.0000000000;1.0002500000;3.6000000000;0.7200000000;9.8000000000
red;7.6000000000;0.4300000000;0.3100000000;2.1000000000;0.0690000000;13.0000000000;74.0000000000;0.9958000000;3.2600000000;0.5400000000;9.9000000000
red;6.7000000000;0.6400000000;0.2300000000;2.1000000000;0.0800000000;11.0000000000;119.0000000000;0.9953800000;3.3600000000;0.7000000000;10.9000000000
red;8.0000000000;0.7050000000;0.0500000000;1.9000000000;0.0740000000;8.0000000000;19.0000000000;0.9962000000;3.3400000000;0.9500000000;10.5000000000
red;7.3000000000;0.6950000000;0.0000000000;2.5000000000;0.0750000000;3.0000000000;13.0000000000;0.9980000000;3.4900000000;0.5200000000;9.2000000000
red;7.2000000000;0.5700000000;0.0500000000;2.3000000000;0.0810000000;16.0000000000;36.0000000000;0.9956400000;3.3800000000;0.6000000000;10.3000000000
red;8.2000000000;0.9150000000;0.2700000000;2.1000000000;0.0880000000;7.0000000000;23.0000000000;0.9962000000;3.2600000000;0.4700000000;10.0000000000
red;10.6000000000;1.0250000000;0.4300000000;2.8000000000;0.0800000000;21.0000000000;84.0000000000;0.9985000000;3.0600000000;0.5700000000;10.1000000000
red;10.2000000000;0.4100000000;0.4300000000;2.2000000000;0.1100000000;11.0000000000;37.0000000000;0.9972800000;3.1600000000;0.6700000000;10.8000000000
red;7.6000000000;0.6850000000;0.2300000000;2.3000000000;0.1110000000;20.0000000000;84.0000000000;0.9964000000;3.2100000000;0.6100000000;9.3000000000
red;9.1000000000;0.2100000000;0.3700000000;1.6000000000;0.0670000000;6.0000000000;10.0000000000;0.9955200000;3.2300000000;0.5800000000;11.1000000000
red;9.2000000000;0.6700000000;0.1000000000;3.0000000000;0.0910000000;12.0000000000;48.0000000000;0.9988800000;3.3100000000;0.5400000000;9.5000000000
red;10.9000000000;0.3200000000;0.5200000000;1.8000000000;0.1320000000;17.0000000000;44.0000000000;0.9973400000;3.2800000000;0.7700000000;11.5000000000
red;7.7000000000;0.6300000000;0.0800000000;1.9000000000;0.0760000000;15.0000000000;27.0000000000;0.9967000000;3.3200000000;0.5400000000;9.5000000000
red;7.3000000000;0.7400000000;0.0800000000;1.7000000000;0.0940000000;10.0000000000;45.0000000000;0.9957600000;3.2400000000;0.5000000000;9.8000000000
red;11.2000000000;0.4000000000;0.5000000000;2.0000000000;0.0990000000;19.0000000000;50.0000000000;0.9978300000;3.1000000000;0.5800000000;10.4000000000
red;7.1000000000;0.6100000000;0.0200000000;2.5000000000;0.0810000000;17.0000000000;87.0000000000;0.9974500000;3.4800000000;0.6000000000;9.7000000000
red;8.0000000000;0.5900000000;0.1600000000;1.8000000000;0.0650000000;3.0000000000;16.0000000000;0.9962000000;3.4200000000;0.9200000000;10.5000000000
red;8.6000000000;0.4500000000;0.3100000000;2.6000000000;0.0860000000;21.0000000000;50.0000000000;0.9982000000;3.3700000000;0.9100000000;9.9000000000
red;10.1000000000;0.3100000000;0.3500000000;1.6000000000;0.0750000000;9.0000000000;28.0000000000;0.9967200000;3.2400000000;0.8300000000;11.2000000000
red;8.3000000000;0.6250000000;0.2000000000;1.5000000000;0.0800000000;27.0000000000;119.0000000000;0.9972000000;3.1600000000;1.1200000000;9.1000000000
red;8.0000000000;0.6200000000;0.3300000000;2.7000000000;0.0880000000;16.0000000000;37.0000000000;0.9972000000;3.3100000000;0.5800000000;10.7000000000
red;7.3000000000;0.6700000000;0.0500000000;3.6000000000;0.1070000000;6.0000000000;20.0000000000;0.9972000000;3.4000000000;0.6300000000;10.1000000000
red;6.5000000000;0.6100000000;0.0000000000;2.2000000000;0.0950000000;48.0000000000;59.0000000000;0.9954100000;3.6100000000;0.7000000000;11.5000000000
red;7.4000000000;0.4700000000;0.4600000000;2.2000000000;0.1140000000;7.0000000000;20.0000000000;0.9964700000;3.3200000000;0.6300000000;10.5000000000
red;7.1000000000;0.3500000000;0.2900000000;2.5000000000;0.0960000000;20.0000000000;53.0000000000;0.9962000000;3.4200000000;0.6500000000;11.0000000000
red;7.6000000000;0.4100000000;0.1400000000;3.0000000000;0.0870000000;21.0000000000;43.0000000000;0.9964000000;3.3200000000;0.5700000000;10.5000000000
red;9.6000000000;0.3300000000;0.5200000000;2.2000000000;0.0740000000;13.0000000000;25.0000000000;0.9950900000;3.3600000000;0.7600000000;12.4000000000
red;7.3000000000;0.3500000000;0.2400000000;2.0000000000;0.0670000000;28.0000000000;48.0000000000;0.9957600000;3.4300000000;0.5400000000;10.0000000000
red;7.4000000000;0.6350000000;0.1000000000;2.4000000000;0.0800000000;16.0000000000;33.0000000000;0.9973600000;3.5800000000;0.6900000000;10.8000000000
red;8.4000000000;0.6200000000;0.0900000000;2.2000000000;0.0840000000;11.0000000000;108.0000000000;0.9964000000;3.1500000000;0.6600000000;9.8000000000
red;8.0000000000;0.5700000000;0.2300000000;3.2000000000;0.0730000000;17.0000000000;119.0000000000;0.9967500000;3.2600000000;0.5700000000;9.3000000000
red;9.9000000000;0.5400000000;0.2600000000;2.0000000000;0.1110000000;7.0000000000;60.0000000000;0.9970900000;2.9400000000;0.9800000000;10.2000000000
red;7.0000000000;0.5600000000;0.1300000000;1.6000000000;0.0770000000;25.0000000000;42.0000000000;0.9962900000;3.3400000000;0.5900000000;9.2000000000
red;7.4000000000;0.4100000000;0.2400000000;1.8000000000;0.0660000000;18.0000000000;47.0000000000;0.9956000000;3.3700000000;0.6200000000;10.4000000000
red;11.9000000000;0.5800000000;0.5800000000;1.9000000000;0.0710000000;5.0000000000;18.0000000000;0.9980000000;3.0900000000;0.6300000000;10.0000000000
red;8.2000000000;0.4300000000;0.2900000000;1.6000000000;0.0810000000;27.0000000000;45.0000000000;0.9960300000;3.2500000000;0.5400000000;10.3000000000
red;7.1000000000;0.5300000000;0.0700000000;1.7000000000;0.0710000000;15.0000000000;24.0000000000;0.9951000000;3.2900000000;0.6600000000;10.8000000000
red;7.3000000000;0.5800000000;0.3000000000;2.4000000000;0.0740000000;15.0000000000;55.0000000000;0.9968000000;3.4600000000;0.5900000000;10.2000000000
red;11.0000000000;0.3000000000;0.5800000000;2.1000000000;0.0540000000;7.0000000000;19.0000000000;0.9980000000;3.3100000000;0.8800000000;10.5000000000
red;12.6000000000;0.4100000000;0.5400000000;2.8000000000;0.1030000000;19.0000000000;41.0000000000;0.9993900000;3.2100000000;0.7600000000;11.3000000000
red;8.2000000000;0.3900000000;0.3800000000;1.5000000000;0.0580000000;10.0000000000;29.0000000000;0.9962000000;3.2600000000;0.7400000000;9.8000000000
red;7.2000000000;0.6100000000;0.0800000000;4.0000000000;0.0820000000;26.0000000000;108.0000000000;0.9964100000;3.2500000000;0.5100000000;9.4000000000
red;7.7000000000;0.9650000000;0.1000000000;2.1000000000;0.1120000000;11.0000000000;22.0000000000;0.9963000000;3.2600000000;0.5000000000;9.5000000000
red;6.1000000000;0.3400000000;0.2500000000;1.8000000000;0.0840000000;4.0000000000;28.0000000000;0.9946400000;3.3600000000;0.4400000000;10.1000000000
red;6.3000000000;0.5500000000;0.1500000000;1.8000000000;0.0770000000;26.0000000000;35.0000000000;0.9931400000;3.3200000000;0.8200000000;11.6000000000
red;10.5000000000;0.2400000000;0.4700000000;2.1000000000;0.0660000000;6.0000000000;24.0000000000;0.9978000000;3.1500000000;0.9000000000;11.0000000000
red;10.0000000000;0.4300000000;0.3300000000;2.7000000000;0.0950000000;28.0000000000;89.0000000000;0.9984000000;3.2200000000;0.6800000000;10.0000000000
red;10.6000000000;0.4800000000;0.6400000000;2.2000000000;0.1110000000;6.0000000000;20.0000000000;0.9970000000;3.2600000000;0.6600000000;11.7000000000
red;7.5000000000;0.6000000000;0.0300000000;1.8000000000;0.0950000000;25.0000000000;99.0000000000;0.9950000000;3.3500000000;0.5400000000;10.1000000000
red;11.4000000000;0.4600000000;0.5000000000;2.7000000000;0.1220000000;4.0000000000;17.0000000000;1.0006000000;3.1300000000;0.7000000000;10.2000000000
red;7.1000000000;0.6500000000;0.1800000000;1.8000000000;0.0700000000;13.0000000000;40.0000000000;0.9970000000;3.4400000000;0.6000000000;9.1000000000
red;7.4000000000;0.3600000000;0.2900000000;2.6000000000;0.0870000000;26.0000000000;72.0000000000;0.9964500000;3.3900000000;0.6800000000;11.0000000000
red;8.9000000000;0.2900000000;0.3500000000;1.9000000000;0.0670000000;25.0000000000;57.0000000000;0.9970000000;3.1800000000;1.3600000000;10.3000000000
red;6.8000000000;0.5600000000;0.0300000000;1.7000000000;0.0840000000;18.0000000000;35.0000000000;0.9968000000;3.4400000000;0.6300000000;10.0000000000
red;11.1000000000;0.1800000000;0.4800000000;1.5000000000;0.0680000000;7.0000000000;15.0000000000;0.9973000000;3.2200000000;0.6400000000;10.1000000000
red;6.5000000000;0.5200000000;0.1100000000;1.8000000000;0.0730000000;13.0000000000;38.0000000000;0.9955000000;3.3400000000;0.5200000000;9.3000000000
red;9.7000000000;0.4200000000;0.4600000000;2.1000000000;0.0740000000;5.0000000000;16.0000000000;0.9964900000;3.2700000000;0.7400000000;12.3000000000
red;7.3000000000;0.4300000000;0.2400000000;2.5000000000;0.0780000000;27.0000000000;67.0000000000;0.9964800000;3.6000000000;0.5900000000;11.1000000000
red;6.4000000000;0.8650000000;0.0300000000;3.2000000000;0.0710000000;27.0000000000;58.0000000000;0.9950000000;3.6100000000;0.4900000000;12.7000000000
red;8.6000000000;0.4900000000;0.5100000000;2.0000000000;0.4220000000;16.0000000000;62.0000000000;0.9979000000;3.0300000000;1.1700000000;9.0000000000
red;6.9000000000;0.6300000000;0.3300000000;6.7000000000;0.2350000000;66.0000000000;115.0000000000;0.9978700000;3.2200000000;0.5600000000;9.5000000000
red;11.3000000000;0.6200000000;0.6700000000;5.2000000000;0.0860000000;6.0000000000;19.0000000000;0.9988000000;3.2200000000;0.6900000000;13.4000000000
red;8.0000000000;0.4300000000;0.3600000000;2.3000000000;0.0750000000;10.0000000000;48.0000000000;0.9976000000;3.3400000000;0.4600000000;9.4000000000
red;12.0000000000;0.5000000000;0.5900000000;1.4000000000;0.0730000000;23.0000000000;42.0000000000;0.9980000000;2.9200000000;0.6800000000;10.5000000000
red;11.5000000000;0.3000000000;0.6000000000;2.0000000000;0.0670000000;12.0000000000;27.0000000000;0.9981000000;3.1100000000;0.9700000000;10.1000000000
red;11.1000000000;0.4500000000;0.7300000000;3.2000000000;0.0660000000;6.0000000000;22.0000000000;0.9986000000;3.1700000000;0.6600000000;11.2000000000
red;10.4000000000;0.4400000000;0.4200000000;1.5000000000;0.1450000000;34.0000000000;48.0000000000;0.9983200000;3.3800000000;0.8600000000;9.9000000000
red;8.9000000000;0.4800000000;0.2400000000;2.8500000000;0.0940000000;35.0000000000;106.0000000000;0.9982000000;3.1000000000;0.5300000000;9.2000000000
red;6.6000000000;0.7050000000;0.0700000000;1.6000000000;0.0760000000;6.0000000000;15.0000000000;0.9962000000;3.4400000000;0.5800000000;10.7000000000
red;7.2000000000;0.3800000000;0.3800000000;2.8000000000;0.0680000000;23.0000000000;42.0000000000;0.9935600000;3.3400000000;0.7200000000;12.9000000000
red;6.7000000000;0.4200000000;0.2700000000;8.6000000000;0.0680000000;24.0000000000;148.0000000000;0.9948000000;3.1600000000;0.5700000000;11.3000000000
red;7.8000000000;0.5900000000;0.3300000000;2.0000000000;0.0740000000;24.0000000000;120.0000000000;0.9968000000;3.2500000000;0.5400000000;9.4000000000
red;7.4000000000;0.5500000000;0.2200000000;2.2000000000;0.1060000000;12.0000000000;72.0000000000;0.9959000000;3.0500000000;0.6300000000;9.2000000000
red;8.3000000000;0.3100000000;0.3900000000;2.4000000000;0.0780000000;17.0000000000;43.0000000000;0.9944400000;3.3100000000;0.7700000000;12.5000000000
red;8.4000000000;0.7150000000;0.2000000000;2.4000000000;0.0760000000;10.0000000000;38.0000000000;0.9973500000;3.3100000000;0.6400000000;9.4000000000
red;8.4000000000;0.3600000000;0.3200000000;2.2000000000;0.0810000000;32.0000000000;79.0000000000;0.9964000000;3.3000000000;0.7200000000;11.0000000000
red;6.7000000000;0.7600000000;0.0200000000;1.8000000000;0.0780000000;6.0000000000;12.0000000000;0.9960000000;3.5500000000;0.6300000000;9.9500000000
red;9.9000000000;0.2700000000;0.4900000000;5.0000000000;0.0820000000;9.0000000000;17.0000000000;0.9948400000;3.1900000000;0.5200000000;12.5000000000
red;9.2000000000;0.5200000000;1.0000000000;3.4000000000;0.6100000000;32.0000000000;69.0000000000;0.9996000000;2.7400000000;2.0000000000;9.4000000000
red;6.5000000000;0.8850000000;0.0000000000;2.3000000000;0.1660000000;6.0000000000;12.0000000000;0.9955100000;3.5600000000;0.5100000000;10.8000000000
red;7.6000000000;0.5400000000;0.1300000000;2.5000000000;0.0970000000;24.0000000000;66.0000000000;0.9978500000;3.3900000000;0.6100000000;9.4000000000
red;7.4000000000;0.5000000000;0.4700000000;2.0000000000;0.0860000000;21.0000000000;73.0000000000;0.9970000000;3.3600000000;0.5700000000;9.1000000000
red;7.3000000000;0.3650000000;0.4900000000;2.5000000000;0.0880000000;39.0000000000;106.0000000000;0.9966000000;3.3600000000;0.7800000000;11.0000000000
red;6.6000000000;0.6100000000;0.0100000000;1.9000000000;0.0800000000;8.0000000000;25.0000000000;0.9974600000;3.6900000000;0.7300000000;10.5000000000
red;7.2000000000;0.6700000000;0.0000000000;2.2000000000;0.0680000000;10.0000000000;24.0000000000;0.9956000000;3.4200000000;0.7200000000;11.1000000000
red;7.3000000000;0.4000000000;0.3000000000;1.7000000000;0.0800000000;33.0000000000;79.0000000000;0.9969000000;3.4100000000;0.6500000000;9.5000000000
red;9.2000000000;0.3600000000;0.3400000000;1.6000000000;0.0620000000;5.0000000000;12.0000000000;0.9966700000;3.2000000000;0.6700000000;10.5000000000
red;8.6000000000;0.2200000000;0.3600000000;1.9000000000;0.0640000000;53.0000000000;77.0000000000;0.9960400000;3.4700000000;0.8700000000;11.0000000000
red;6.8000000000;0.7850000000;0.0000000000;2.4000000000;0.1040000000;14.0000000000;30.0000000000;0.9966000000;3.5200000000;0.5500000000;10.7000000000
red;7.3000000000;0.4800000000;0.3200000000;2.1000000000;0.0620000000;31.0000000000;54.0000000000;0.9972800000;3.3000000000;0.6500000000;10.0000000000
red;6.4000000000;0.3900000000;0.3300000000;3.3000000000;0.0460000000;12.0000000000;53.0000000000;0.9929400000;3.3600000000;0.6200000000;12.2000000000
red;8.1000000000;0.5750000000;0.2200000000;2.1000000000;0.0770000000;12.0000000000;65.0000000000;0.9967000000;3.2900000000;0.5100000000;9.2000000000
red;6.6000000000;0.6600000000;0.0000000000;3.0000000000;0.1150000000;21.0000000000;31.0000000000;0.9962900000;3.4500000000;0.6300000000;10.3000000000
red;9.2000000000;0.4300000000;0.5200000000;2.3000000000;0.0830000000;14.0000000000;23.0000000000;0.9976000000;3.3500000000;0.6100000000;11.3000000000
red;11.1000000000;0.4200000000;0.4700000000;2.6500000000;0.0850000000;9.0000000000;34.0000000000;0.9973600000;3.2400000000;0.7700000000;12.1000000000
red;11.4000000000;0.6000000000;0.4900000000;2.7000000000;0.0850000000;10.0000000000;41.0000000000;0.9994000000;3.1500000000;0.6300000000;10.5000000000
red;9.3000000000;0.6100000000;0.2600000000;3.4000000000;0.0900000000;25.0000000000;87.0000000000;0.9997500000;3.2400000000;0.6200000000;9.7000000000
red;6.9000000000;0.6300000000;0.0100000000;2.4000000000;0.0760000000;14.0000000000;39.0000000000;0.9952200000;3.3400000000;0.5300000000;10.8000000000
red;6.6000000000;0.8950000000;0.0400000000;2.3000000000;0.0680000000;7.0000000000;13.0000000000;0.9958200000;3.5300000000;0.5800000000;10.8000000000
red;6.5000000000;0.6150000000;0.0000000000;1.9000000000;0.0650000000;9.0000000000;18.0000000000;0.9972000000;3.4600000000;0.6500000000;9.2000000000
red;8.6000000000;0.8000000000;0.1100000000;2.3000000000;0.0840000000;12.0000000000;31.0000000000;0.9979000000;3.4000000000;0.4800000000;9.9000000000
red;9.3000000000;0.7150000000;0.2400000000;2.1000000000;0.0700000000;5.0000000000;20.0000000000;0.9966000000;3.1200000000;0.5900000000;9.9000000000
red;8.2000000000;0.5700000000;0.2600000000;2.2000000000;0.0600000000;28.0000000000;65.0000000000;0.9959000000;3.3000000000;0.4300000000;10.1000000000
red;9.5000000000;0.3700000000;0.5200000000;2.0000000000;0.0820000000;6.0000000000;26.0000000000;0.9980000000;3.1800000000;0.5100000000;9.5000000000
red;8.1000000000;0.6600000000;0.7000000000;2.2000000000;0.0980000000;25.0000000000;129.0000000000;0.9972000000;3.0800000000;0.5300000000;9.0000000000
red;6.5000000000;0.3900000000;0.2300000000;8.3000000000;0.0510000000;28.0000000000;91.0000000000;0.9952000000;3.4400000000;0.5500000000;12.1000000000
red;7.9000000000;0.4000000000;0.2900000000;1.8000000000;0.1570000000;1.0000000000;44.0000000000;0.9973000000;3.3000000000;0.9200000000;9.5000000000
red;6.8000000000;0.6800000000;0.0900000000;3.9000000000;0.0680000000;15.0000000000;29.0000000000;0.9952400000;3.4100000000;0.5200000000;11.1000000000
red;8.3000000000;0.6600000000;0.1500000000;1.9000000000;0.0790000000;17.0000000000;42.0000000000;0.9972000000;3.3100000000;0.5400000000;9.6000000000
red;7.1000000000;0.5900000000;0.0000000000;2.1000000000;0.0910000000;9.0000000000;14.0000000000;0.9948800000;3.4200000000;0.5500000000;11.5000000000
red;8.5000000000;0.4600000000;0.5900000000;1.4000000000;0.4140000000;16.0000000000;45.0000000000;0.9970200000;3.0300000000;1.3400000000;9.2000000000
red;6.1000000000;0.3200000000;0.2500000000;2.3000000000;0.0710000000;23.0000000000;58.0000000000;0.9963300000;3.4200000000;0.9700000000;10.6000000000
red;6.6000000000;0.6300000000;0.0000000000;4.3000000000;0.0930000000;51.0000000000;77.5000000000;0.9955800000;3.2000000000;0.4500000000;9.5000000000
red;7.5000000000;0.4000000000;0.1200000000;3.0000000000;0.0920000000;29.0000000000;53.0000000000;0.9967000000;3.3700000000;0.7000000000;10.3000000000
red;6.2000000000;0.4600000000;0.1700000000;1.6000000000;0.0730000000;7.0000000000;11.0000000000;0.9942500000;3.6100000000;0.5400000000;11.4000000000
red;7.1000000000;0.5900000000;0.0100000000;2.3000000000;0.0800000000;27.0000000000;43.0000000000;0.9955000000;3.4200000000;0.5800000000;10.7000000000
red;11.6000000000;0.3200000000;0.5500000000;2.8000000000;0.0810000000;35.0000000000;67.0000000000;1.0002000000;3.3200000000;0.9200000000;10.8000000000
red;12.0000000000;0.3900000000;0.6600000000;3.0000000000;0.0930000000;12.0000000000;30.0000000000;0.9996000000;3.1800000000;0.6300000000;10.8000000000
red;7.5000000000;0.6300000000;0.2700000000;2.0000000000;0.0830000000;17.0000000000;91.0000000000;0.9961600000;3.2600000000;0.5800000000;9.8000000000
red;5.9000000000;0.2900000000;0.2500000000;13.4000000000;0.0670000000;72.0000000000;160.0000000000;0.9972100000;3.3300000000;0.5400000000;10.3000000000
red;8.9000000000;0.6100000000;0.4900000000;2.0000000000;0.2700000000;23.0000000000;110.0000000000;0.9972000000;3.1200000000;1.0200000000;9.3000000000
red;7.0000000000;0.3800000000;0.4900000000;2.5000000000;0.0970000000;33.0000000000;85.0000000000;0.9962000000;3.3900000000;0.7700000000;11.4000000000
red;7.7000000000;0.6900000000;0.4900000000;1.8000000000;0.1150000000;20.0000000000;112.0000000000;0.9968000000;3.2100000000;0.7100000000;9.3000000000
red;9.9000000000;0.4000000000;0.5300000000;6.7000000000;0.0970000000;6.0000000000;19.0000000000;0.9986000000;3.2700000000;0.8200000000;11.7000000000
red;8.1000000000;0.3800000000;0.4800000000;1.8000000000;0.1570000000;5.0000000000;17.0000000000;0.9976000000;3.3000000000;1.0500000000;9.4000000000
red;6.5000000000;0.5300000000;0.0600000000;2.0000000000;0.0630000000;29.0000000000;44.0000000000;0.9948900000;3.3800000000;0.8300000000;10.3000000000
red;10.1000000000;0.3800000000;0.5000000000;2.4000000000;0.1040000000;6.0000000000;13.0000000000;0.9964300000;3.2200000000;0.6500000000;11.6000000000
red;8.9000000000;0.5650000000;0.3400000000;3.0000000000;0.0930000000;16.0000000000;112.0000000000;0.9998000000;3.3800000000;0.6100000000;9.5000000000
red;7.7000000000;0.5400000000;0.2600000000;1.9000000000;0.0890000000;23.0000000000;147.0000000000;0.9963600000;3.2600000000;0.5900000000;9.7000000000
red;6.2000000000;0.6300000000;0.3100000000;1.7000000000;0.0880000000;15.0000000000;64.0000000000;0.9969000000;3.4600000000;0.7900000000;9.3000000000
red;12.2000000000;0.4500000000;0.4900000000;1.4000000000;0.0750000000;3.0000000000;6.0000000000;0.9969000000;3.1300000000;0.6300000000;10.4000000000
red;7.9000000000;0.7650000000;0.0000000000;2.0000000000;0.0840000000;9.0000000000;22.0000000000;0.9961900000;3.3300000000;0.6800000000;10.9000000000
red;12.6000000000;0.3100000000;0.7200000000;2.2000000000;0.0720000000;6.0000000000;29.0000000000;0.9987000000;2.8800000000;0.8200000000;9.8000000000
red;9.0000000000;0.4800000000;0.3200000000;2.8000000000;0.0840000000;21.0000000000;122.0000000000;0.9984000000;3.3200000000;0.6200000000;9.4000000000
red;8.9000000000;0.5900000000;0.5000000000;2.0000000000;0.3370000000;27.0000000000;81.0000000000;0.9964000000;3.0400000000;1.6100000000;9.5000000000
red;7.0000000000;0.4300000000;0.0200000000;1.9000000000;0.0800000000;15.0000000000;28.0000000000;0.9949200000;3.3500000000;0.8100000000;10.6000000000
white;7.4000000000;0.2200000000;0.2700000000;1.6000000000;0.0570000000;45.0000000000;98.0000000000;0.9929900000;3.2900000000;0.4400000000;9.9000000000
white;6.7000000000;0.2100000000;0.4900000000;1.4000000000;0.0470000000;30.0000000000;114.0000000000;0.9914000000;2.9200000000;0.4200000000;10.8000000000
white;6.2000000000;0.2600000000;0.2900000000;2.0000000000;0.0360000000;16.0000000000;87.0000000000;0.9908100000;3.3300000000;0.6100000000;11.8000000000
white;6.3000000000;0.3000000000;0.1900000000;7.7000000000;0.0490000000;47.0000000000;184.0000000000;0.9951400000;3.2200000000;0.4800000000;9.5000000000
white;6.8000000000;0.1800000000;0.3800000000;1.4000000000;0.0380000000;35.0000000000;111.0000000000;0.9918000000;3.3200000000;0.5900000000;11.2000000000
white;6.9000000000;0.2600000000;0.2700000000;4.2000000000;0.0310000000;20.0000000000;80.0000000000;0.9908900000;3.1200000000;0.3900000000;11.5000000000
white;5.9000000000;0.3300000000;0.3200000000;8.1000000000;0.0380000000;9.0000000000;34.0000000000;0.9911000000;3.2200000000;0.3600000000;12.7000000000
white;8.5000000000;0.1900000000;0.5600000000;17.3000000000;0.0550000000;47.0000000000;169.0000000000;1.0004700000;3.0700000000;0.6700000000;9.3000000000
white;7.5000000000;0.3050000000;0.3800000000;1.4000000000;0.0470000000;30.0000000000;95.0000000000;0.9915800000;3.2200000000;0.5200000000;11.5000000000
white;7.3000000000;0.3300000000;0.2200000000;1.4000000000;0.0410000000;40.0000000000;177.0000000000;0.9928700000;3.1400000000;0.4800000000;9.9000000000
white;6.8000000000;0.1800000000;0.3500000000;5.4000000000;0.0540000000;53.0000000000;143.0000000000;0.9928700000;3.1000000000;0.5400000000;11.0000000000
white;6.8000000000;0.2800000000;0.4400000000;9.3000000000;0.0310000000;35.0000000000;137.0000000000;0.9946000000;3.1600000000;0.3600000000;10.4000000000
white;6.1000000000;0.2400000000;0.2700000000;11.5000000000;0.0500000000;51.0000000000;133.0000000000;0.9947600000;3.2200000000;0.3700000000;10.8000000000
white;5.9000000000;0.2000000000;0.4000000000;1.3000000000;0.0470000000;23.0000000000;92.0000000000;0.9923200000;3.2000000000;0.4500000000;10.0000000000
white;6.2000000000;0.1500000000;0.2700000000;1.4000000000;0.0410000000;51.0000000000;117.0000000000;0.9909000000;3.2800000000;0.3800000000;11.2000000000
white;7.1000000000;0.2100000000;0.4000000000;1.2000000000;0.0690000000;24.0000000000;156.0000000000;0.9928000000;3.4200000000;0.4300000000;10.6000000000
white;7.0000000000;0.3500000000;0.2400000000;1.9000000000;0.0400000000;21.0000000000;144.0000000000;0.9923000000;3.3500000000;0.3800000000;11.0000000000
white;6.7000000000;0.3300000000;0.4200000000;6.4000000000;0.0580000000;27.0000000000;151.0000000000;0.9954000000;3.1600000000;0.4400000000;9.6000000000
white;8.1000000000;0.2800000000;0.4000000000;6.9000000000;0.0500000000;30.0000000000;97.0000000000;0.9951000000;3.2600000000;0.4400000000;10.1000000000
white;6.9000000000;0.1600000000;0.3000000000;9.6000000000;0.0570000000;50.0000000000;185.0000000000;0.9978000000;3.3900000000;0.3800000000;9.6000000000
white;7.9000000000;0.1400000000;0.4500000000;1.8000000000;0.0500000000;17.0000000000;114.0000000000;0.9948000000;3.3300000000;0.4900000000;10.7000000000
white;6.8000000000;0.3300000000;0.2800000000;1.2000000000;0.0320000000;38.0000000000;131.0000000000;0.9889000000;3.1900000000;0.4100000000;13.0000000000
white;7.7000000000;0.1700000000;0.5200000000;5.9000000000;0.0170000000;21.0000000000;84.0000000000;0.9929000000;3.1400000000;0.4000000000;11.9000000000
white;5.8000000000;0.2300000000;0.2100000000;1.5000000000;0.0440000000;21.0000000000;110.0000000000;0.9913800000;3.3000000000;0.5700000000;11.0000000000
white;7.1000000000;0.3400000000;0.2000000000;6.1000000000;0.0630000000;47.0000000000;164.0000000000;0.9946000000;3.1700000000;0.4200000000;10.0000000000
white;6.9000000000;0.3500000000;0.7400000000;1.0000000000;0.0440000000;18.0000000000;132.0000000000;0.9920000000;3.1300000000;0.5500000000;10.2000000000
white;5.8000000000;0.1500000000;0.4900000000;1.1000000000;0.0480000000;21.0000000000;98.0000000000;0.9929000000;3.1900000000;0.4800000000;9.2000000000
