type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;random_num;rnum
white;6.7000000000;0.2500000000;0.3100000000;1.3500000000;0.0610000000;30.5000000000;218.0000000000;0.9938800000;3.1600000000;0.5300000000;9.5000000000;5;56972284,9571811;207
white;6.7000000000;0.2500000000;0.2300000000;7.2000000000;0.0380000000;61.0000000000;220.0000000000;0.9952000000;3.1400000000;0.3500000000;9.5000000000;5;71819951,8526984;276
white;6.7000000000;0.2600000000;0.4900000000;8.1000000000;0.0520000000;48.0000000000;197.0000000000;0.9955800000;3.1900000000;0.4800000000;9.5000000000;5;11955176,8059698;46
white;6.7000000000;0.2700000000;0.2500000000;8.0000000000;0.0530000000;54.0000000000;202.0000000000;0.9961000000;3.2200000000;0.4300000000;9.3000000000;5;21495535,1586417;79
red;6.7000000000;0.2800000000;0.2800000000;2.4000000000;0.0120000000;36.0000000000;100.0000000000;0.9906400000;3.2600000000;0.3900000000;11.7000000000;7;206420362,499703;266
white;6.7000000000;0.3100000000;0.3300000000;2.0000000000;0.0330000000;12.0000000000;74.0000000000;0.9906400000;3.2900000000;0.6500000000;12.5000000000;6;68929544,2004845;262
white;6.7000000000;0.3100000000;0.3000000000;2.4000000000;0.0380000000;30.0000000000;83.0000000000;0.9886700000;3.0900000000;0.3600000000;12.8000000000;7;126549035,034729;496
red;6.7000000000;0.4100000000;0.4300000000;2.8000000000;0.0760000000;22.0000000000;54.0000000000;0.9957200000;3.4200000000;1.1600000000;10.6000000000;6;333826550,533891;463
red;6.7000000000;0.4200000000;0.2700000000;8.6000000000;0.0680000000;24.0000000000;148.0000000000;0.9948000000;3.1600000000;0.5700000000;11.3000000000;6;294145182,341858;395
white;6.7000000000;0.4700000000;0.3400000000;8.9000000000;0.0430000000;31.0000000000;172.0000000000;0.9964000000;3.2200000000;0.6000000000;9.2000000000;5;112960958,672647;449
white;6.7000000000;0.4800000000;0.3200000000;1.4000000000;0.0210000000;22.0000000000;121.0000000000;0.9889000000;3.1500000000;0.5300000000;12.7000000000;7;69012226,5552512;263
red;6.7000000000;0.4800000000;0.0200000000;2.2000000000;0.0800000000;36.0000000000;111.0000000000;0.9952400000;3.1000000000;0.5300000000;9.7000000000;5;233900633,030962;299
red;6.7000000000;0.6700000000;0.0200000000;1.9000000000;0.0610000000;26.0000000000;42.0000000000;0.9948900000;3.3900000000;0.8200000000;10.9000000000;6;237731615,507546;307
red;6.7000000000;0.6750000000;0.0700000000;2.4000000000;0.0890000000;17.0000000000;82.0000000000;0.9958000000;3.3500000000;0.5400000000;10.1000000000;5;64265852,2174019;81
red;6.7000000000;0.7500000000;0.1200000000;2.0000000000;0.0860000000;12.0000000000;80.0000000000;0.9958000000;3.3800000000;0.5200000000;10.1000000000;5;260822085,322172;346
red;6.7000000000;0.7500000000;0.0100000000;2.4000000000;0.0780000000;17.0000000000;32.0000000000;0.9955000000;3.5500000000;0.6100000000;12.8000000000;6;357109249,524109;495
red;6.7000000000;0.8550000000;0.0200000000;1.9000000000;0.0640000000;29.0000000000;38.0000000000;0.9947200000;3.3000000000;0.5600000000;10.7500000000;6;307078658,591094;419
red;6.7000000000;0.8600000000;0.0700000000;2.0000000000;0.1000000000;20.0000000000;57.0000000000;0.9959800000;3.6000000000;0.7400000000;11.7000000000;6;111698888,027128;134
red;6.7000000000;1.0400000000;0.0800000000;2.3000000000;0.0670000000;19.0000000000;32.0000000000;0.9964800000;3.5200000000;0.5700000000;11.0000000000;4;281907007,797055;380
white;6.8000000000;0.1400000000;0.3500000000;1.5000000000;0.0470000000;40.0000000000;117.0000000000;0.9911100000;3.0700000000;0.7200000000;11.1000000000;6;7248845,1489688;32
white;6.8000000000;0.1500000000;0.3000000000;5.3000000000;0.0500000000;40.0000000000;127.0000000000;0.9942000000;3.4000000000;0.3900000000;9.7000000000;6;66927170,3425;250
white;6.8000000000;0.1600000000;0.4000000000;2.3000000000;0.0370000000;18.0000000000;102.0000000000;0.9923000000;3.4900000000;0.4200000000;11.4000000000;7;17748819,2165674;68
white;6.8000000000;0.1700000000;0.3600000000;1.4000000000;0.0360000000;38.0000000000;108.0000000000;0.9900600000;3.1900000000;0.6600000000;12.0000000000;6;87558446,5102451;353
white;6.8000000000;0.1800000000;0.3800000000;1.4000000000;0.0380000000;35.0000000000;111.0000000000;0.9918000000;3.3200000000;0.5900000000;11.2000000000;7;39297076,0819338;143
white;6.8000000000;0.1900000000;0.3200000000;7.6000000000;0.0490000000;37.0000000000;107.0000000000;0.9933200000;3.1200000000;0.4400000000;10.7000000000;7;97869568,3779996;394
white;6.8000000000;0.2300000000;0.4000000000;1.6000000000;0.0470000000;5.0000000000;133.0000000000;0.9930000000;3.2300000000;0.7000000000;11.4000000000;6;43274021,9556476;154
white;6.8000000000;0.2300000000;0.3300000000;1.9000000000;0.0470000000;20.0000000000;101.0000000000;0.9914000000;3.1000000000;0.4600000000;11.1000000000;6;37033227,3504024;130
white;6.8000000000;0.2300000000;0.3000000000;6.9500000000;0.0440000000;42.0000000000;179.0000000000;0.9946000000;3.2500000000;0.5600000000;10.6000000000;6;61160861,3188898;228
white;6.8000000000;0.2300000000;0.3200000000;1.6000000000;0.0260000000;43.0000000000;147.0000000000;0.9904000000;3.2900000000;0.5400000000;12.5000000000;6;9652886,8028008;42
white;6.8000000000;0.2400000000;0.3400000000;4.6000000000;0.0320000000;37.0000000000;135.0000000000;0.9927000000;3.2000000000;0.3900000000;10.6000000000;5;85236143,3157247;342
white;6.8000000000;0.2600000000;0.3200000000;7.0000000000;0.0410000000;38.0000000000;118.0000000000;0.9939000000;3.2500000000;0.5200000000;10.8000000000;6;72715656,951184;281
white;6.8000000000;0.2600000000;0.3400000000;15.1000000000;0.0600000000;42.0000000000;162.0000000000;0.9970500000;3.2400000000;0.5200000000;10.5000000000;3;28395305,2303076;108
white;6.8000000000;0.2600000000;0.4400000000;8.2000000000;0.0460000000;52.0000000000;183.0000000000;0.9958400000;3.2000000000;0.5100000000;9.4000000000;5;99079077,9699422;400
white;6.8000000000;0.2700000000;0.2200000000;17.8000000000;0.0340000000;16.0000000000;116.0000000000;0.9989000000;3.0700000000;0.5300000000;9.2000000000;5;8170956,0371322;35
white;6.8000000000;0.2900000000;0.2200000000;3.4000000000;0.0350000000;40.0000000000;122.0000000000;0.9902400000;3.0900000000;0.4700000000;12.3000000000;6;47289151,1246388;177
white;6.8000000000;0.3000000000;0.2200000000;6.2000000000;0.0600000000;41.0000000000;190.0000000000;0.9985800000;3.1800000000;0.5100000000;9.2000000000;5;68365075,1605601;255
white;6.8000000000;0.3000000000;0.2600000000;20.3000000000;0.0370000000;45.0000000000;150.0000000000;0.9972700000;3.0400000000;0.3800000000;12.3000000000;6;4093918,5952899;22
white;6.8000000000;0.3100000000;0.2500000000;10.5000000000;0.0430000000;30.0000000000;165.0000000000;0.9972000000;3.3600000000;0.5500000000;10.5500000000;6;68410372,3635176;257
white;6.8000000000;0.3100000000;0.4200000000;6.9000000000;0.0460000000;50.0000000000;173.0000000000;0.9958000000;3.1900000000;0.4600000000;9.0000000000;5;62753321,9163877;235
white;6.8000000000;0.3200000000;0.4300000000;1.6000000000;0.0500000000;4.0000000000;65.0000000000;0.9934600000;3.2700000000;0.4700000000;10.7000000000;5;100889722,30691;404
white;6.8000000000;0.3400000000;0.3600000000;8.9000000000;0.0290000000;44.0000000000;128.0000000000;0.9931800000;3.2800000000;0.3500000000;11.9500000000;7;89206594,6112874;364
white;6.8000000000;0.3400000000;0.7400000000;2.8000000000;0.0880000000;23.0000000000;185.0000000000;0.9928000000;3.5100000000;0.7000000000;12.0000000000;6;70318293,3460553;271
white;6.8000000000;0.3500000000;0.3200000000;2.4000000000;0.0480000000;35.0000000000;103.0000000000;0.9911000000;3.2800000000;0.4600000000;12.0000000000;8;56011166,5532393;202
white;6.8000000000;0.3600000000;0.2400000000;4.6000000000;0.0390000000;24.0000000000;124.0000000000;0.9909000000;3.2700000000;0.3400000000;12.6000000000;7;87854872,5239861;355
red;6.8000000000;0.3600000000;0.3200000000;1.8000000000;0.0670000000;4.0000000000;8.0000000000;0.9928000000;3.3600000000;0.5500000000;12.8000000000;7;274120337,816425;369
white;6.8000000000;0.3900000000;0.3500000000;11.6000000000;0.0440000000;57.0000000000;220.0000000000;0.9977500000;3.0700000000;0.5300000000;9.3000000000;5;373994,0104498;5
white;6.8000000000;0.3900000000;0.3400000000;7.4000000000;0.0200000000;38.0000000000;133.0000000000;0.9921200000;3.1800000000;0.4400000000;12.0000000000;7;56751898,6397623;206
white;6.8000000000;0.4400000000;0.2000000000;16.0000000000;0.0650000000;61.0000000000;186.0000000000;0.9988400000;3.1300000000;0.4500000000;8.6000000000;5;93010415,5299033;371
red;6.8000000000;0.4700000000;0.0800000000;2.2000000000;0.0640000000;18.0000000000;38.0000000000;0.9955300000;3.3000000000;0.6500000000;9.6000000000;6;306077562,698886;417
red;6.8000000000;0.4800000000;0.0800000000;1.8000000000;0.0740000000;40.0000000000;64.0000000000;0.9952900000;3.1200000000;0.4900000000;9.6000000000;5;214300740,2977;282
red;6.8000000000;0.5000000000;0.1100000000;1.5000000000;0.0750000000;16.0000000000;49.0000000000;0.9954500000;3.3600000000;0.7900000000;9.5000000000;5;339078263,774129;474
red;6.8000000000;0.5100000000;0.0100000000;2.1000000000;0.0740000000;9.0000000000;25.0000000000;0.9958000000;3.3300000000;0.5600000000;9.5000000000;6;206730025,401558;267
white;6.8000000000;0.5100000000;0.3000000000;4.2000000000;0.0660000000;38.0000000000;165.0000000000;0.9945000000;3.2000000000;0.4200000000;9.1000000000;5;66172948,9794386;247
white;6.8000000000;0.5300000000;0.3500000000;3.8000000000;0.0340000000;26.0000000000;109.0000000000;0.9906000000;3.2600000000;0.5700000000;12.7000000000;8;76361428,2336282;295
red;6.8000000000;0.5600000000;0.0300000000;1.7000000000;0.0840000000;18.0000000000;35.0000000000;0.9968000000;3.4400000000;0.6300000000;10.0000000000;6;46495015,6032479;60
red;6.8000000000;0.5700000000;0.0000000000;2.5000000000;0.0720000000;32.0000000000;64.0000000000;0.9949100000;3.4300000000;0.5600000000;11.2000000000;6;162303162,505871;208
red;6.8000000000;0.6000000000;0.1800000000;1.9000000000;0.0790000000;18.0000000000;86.0000000000;0.9968000000;3.5900000000;0.5700000000;9.3000000000;6;199676347,750984;257
red;6.8000000000;0.6300000000;0.1200000000;3.8000000000;0.0990000000;16.0000000000;126.0000000000;0.9969000000;3.2800000000;0.6100000000;9.5000000000;5;344004883,494015;484
red;6.8000000000;0.6300000000;0.0700000000;2.1000000000;0.0890000000;11.0000000000;44.0000000000;0.9953000000;3.4700000000;0.5500000000;10.4000000000;6;320220688,238455;442
white;6.8000000000;0.6300000000;0.0400000000;1.3000000000;0.0580000000;25.0000000000;133.0000000000;0.9927100000;3.1700000000;0.3900000000;10.2000000000;4;60338744,6756432;222
red;6.8000000000;0.6400000000;0.0300000000;2.3000000000;0.0750000000;14.0000000000;31.0000000000;0.9954500000;3.3600000000;0.5800000000;10.4000000000;6;206050393,199869;264
red;6.8000000000;0.6500000000;0.0200000000;2.1000000000;0.0780000000;8.0000000000;15.0000000000;0.9949800000;3.3500000000;0.6200000000;10.4000000000;6;195433074,812977;252
red;6.8000000000;0.6600000000;0.0700000000;1.6000000000;0.0700000000;16.0000000000;61.0000000000;0.9957200000;3.2900000000;0.6000000000;9.3000000000;5;258913087,730709;341
red;6.8000000000;0.6700000000;0.1500000000;1.8000000000;0.1180000000;13.0000000000;20.0000000000;0.9954000000;3.4200000000;0.6700000000;11.3000000000;6;228421940,64062;295
white;6.8000000000;0.6700000000;0.3000000000;13.0000000000;0.2900000000;22.0000000000;193.0000000000;0.9984000000;3.0800000000;0.6700000000;9.0000000000;4;109754603,553673;436
red;6.8000000000;0.6800000000;0.0900000000;3.9000000000;0.0680000000;15.0000000000;29.0000000000;0.9952400000;3.4100000000;0.5200000000;11.1000000000;4;184104299,999832;237
red;6.8000000000;0.6900000000;0.0000000000;5.6000000000;0.1240000000;21.0000000000;58.0000000000;0.9997000000;3.4600000000;0.7200000000;10.2000000000;5;281842560,738796;379
red;6.8000000000;0.7850000000;0.0000000000;2.4000000000;0.1040000000;14.0000000000;30.0000000000;0.9966000000;3.5200000000;0.5500000000;10.7000000000;6;55681152,8555906;67
red;6.8000000000;0.8100000000;0.0500000000;2.0000000000;0.0700000000;6.0000000000;14.0000000000;0.9956200000;3.5100000000;0.6600000000;10.8000000000;6;259817559,368829;343
red;6.8000000000;0.8300000000;0.0900000000;1.8000000000;0.0740000000;4.0000000000;25.0000000000;0.9953400000;3.3800000000;0.4500000000;9.6000000000;5;337115411,056337;471
red;6.8000000000;0.9100000000;0.0600000000;2.0000000000;0.0600000000;4.0000000000;11.0000000000;0.9959200000;3.5300000000;0.6400000000;10.9000000000;4;350374668,607666;490
red;6.8000000000;0.9150000000;0.2900000000;4.8000000000;0.0700000000;15.0000000000;39.0000000000;0.9957700000;3.5300000000;0.5400000000;11.1000000000;5;51625296,4836401;63
white;6.9000000000;0.1200000000;0.3600000000;2.2000000000;0.0370000000;18.0000000000;111.0000000000;0.9919000000;3.4100000000;0.8200000000;11.9000000000;8;100660545,701131;402
white;6.9000000000;0.1600000000;0.3500000000;1.3000000000;0.0430000000;21.0000000000;182.0000000000;0.9927000000;3.2500000000;0.6200000000;10.8000000000;6;75933784,9191441;292
white;6.9000000000;0.1700000000;0.2500000000;1.6000000000;0.0470000000;34.0000000000;132.0000000000;0.9914000000;3.1600000000;0.4800000000;11.4000000000;5;105099600,810448;414
white;6.9000000000;0.1900000000;0.3100000000;19.2500000000;0.0430000000;38.0000000000;167.0000000000;0.9995400000;2.9300000000;0.5200000000;9.1000000000;7;88751169,0123227;357
white;6.9000000000;0.2000000000;0.3700000000;6.2000000000;0.0270000000;24.0000000000;97.0000000000;0.9920000000;3.3800000000;0.4900000000;12.2000000000;7;86412976,5229237;349
white;6.9000000000;0.2000000000;0.4100000000;1.1000000000;0.0600000000;36.0000000000;104.0000000000;0.9931700000;2.9900000000;0.3900000000;9.2000000000;5;15530542,8938218;60
white;6.9000000000;0.2100000000;0.2800000000;2.4000000000;0.0560000000;49.0000000000;159.0000000000;0.9944000000;3.0200000000;0.4700000000;8.8000000000;8;77508298,4644787;307
white;6.9000000000;0.2100000000;0.3300000000;1.8000000000;0.0340000000;48.0000000000;136.0000000000;0.9899000000;3.2500000000;0.4100000000;12.6000000000;7;69473343,9322858;265
white;6.9000000000;0.2500000000;0.2600000000;5.2000000000;0.0240000000;36.0000000000;135.0000000000;0.9948000000;3.1600000000;0.7200000000;10.7000000000;7;68508833,1857735;259
white;6.9000000000;0.2500000000;0.2400000000;3.6000000000;0.0570000000;13.0000000000;85.0000000000;0.9942000000;2.9900000000;0.4800000000;9.5000000000;4;101507711,662689;407
white;6.9000000000;0.2500000000;0.2900000000;2.4000000000;0.0380000000;28.0000000000;76.0000000000;0.9908800000;3.0100000000;0.3600000000;11.7000000000;7;108921938,284998;429
white;6.9000000000;0.2600000000;0.3800000000;10.5000000000;0.0440000000;33.0000000000;139.0000000000;0.9951700000;3.0600000000;0.5000000000;10.3000000000;6;41495228,3859386;149
white;6.9000000000;0.2600000000;0.3100000000;7.0000000000;0.0390000000;37.0000000000;175.0000000000;0.9937600000;3.3200000000;0.4900000000;11.4000000000;6;879826,0481556;9
white;6.9000000000;0.2700000000;0.4100000000;1.7000000000;0.0470000000;6.0000000000;134.0000000000;0.9929000000;3.1500000000;0.6900000000;11.4000000000;6;14187742,4113672;55
white;6.9000000000;0.2800000000;0.3100000000;7.2000000000;0.0400000000;47.0000000000;168.0000000000;0.9946000000;3.2900000000;0.5700000000;10.6000000000;7;98437479,5862536;398
white;6.9000000000;0.2900000000;0.4000000000;19.4500000000;0.0430000000;36.0000000000;156.0000000000;0.9996000000;2.9300000000;0.4700000000;8.9000000000;5;65972274,5705101;246
white;6.9000000000;0.3000000000;0.2100000000;7.2000000000;0.0450000000;54.0000000000;190.0000000000;0.9959500000;3.2200000000;0.4800000000;9.4000000000;5;46060905,1846294;170
white;6.9000000000;0.3000000000;0.2900000000;1.3000000000;0.0530000000;24.0000000000;189.0000000000;0.9936200000;3.2900000000;0.5400000000;9.9000000000;4;93796772,1792777;374
white;6.9000000000;0.3100000000;0.3200000000;1.6000000000;0.0360000000;34.0000000000;114.0000000000;0.9906800000;3.1900000000;0.4500000000;11.4000000000;7;49284385,929233;181
white;6.9000000000;0.3700000000;0.2300000000;9.5000000000;0.0570000000;54.0000000000;166.0000000000;0.9956800000;3.2300000000;0.4200000000;10.0000000000;5;107091787,396173;425
white;6.9000000000;0.3800000000;0.3200000000;8.5000000000;0.0440000000;36.0000000000;152.0000000000;0.9932000000;3.3800000000;0.3500000000;12.0000000000;7;73876971,0642379;284
white;6.9000000000;0.4000000000;0.4300000000;6.2000000000;0.0650000000;42.0000000000;178.0000000000;0.9955200000;3.1100000000;0.5300000000;9.4000000000;5;78343405,6610114;311
red;6.9000000000;0.4000000000;0.1400000000;2.4000000000;0.0850000000;21.0000000000;40.0000000000;0.9968000000;3.4300000000;0.6300000000;9.7000000000;6;182693015,175648;236
red;6.9000000000;0.4100000000;0.3100000000;2.0000000000;0.0790000000;21.0000000000;51.0000000000;0.9966800000;3.4700000000;0.5500000000;9.5000000000;6;270097378,552674;363
white;6.9000000000;0.4100000000;0.2200000000;4.2000000000;0.0310000000;10.0000000000;102.0000000000;0.9930000000;3.0000000000;0.8600000000;11.6000000000;4;109249574,316048;432
white;6.9000000000;0.4500000000;0.2700000000;4.7000000000;0.0350000000;17.0000000000;80.0000000000;0.9905800000;3.1200000000;0.3600000000;12.5000000000;7;63799016,053942;240
white;6.9000000000;0.4800000000;0.3600000000;3.5000000000;0.0300000000;31.0000000000;135.0000000000;0.9904000000;3.1400000000;0.3800000000;12.2000000000;7;82669743,2617121;330
red;6.9000000000;0.5000000000;0.0400000000;1.5000000000;0.0850000000;19.0000000000;49.0000000000;0.9958000000;3.3500000000;0.7800000000;9.5000000000;5;262158394,486105;349
red;6.9000000000;0.5100000000;0.2300000000;2.0000000000;0.0720000000;13.0000000000;22.0000000000;0.9943800000;3.4000000000;0.8400000000;11.2000000000;6;338513650,379202;472
white;6.9000000000;0.5600000000;0.2600000000;10.9000000000;0.0600000000;55.0000000000;193.0000000000;0.9969000000;3.2100000000;0.4400000000;9.4000000000;5;53061524,4553589;194
red;6.9000000000;0.5800000000;0.2000000000;1.7500000000;0.0580000000;8.0000000000;22.0000000000;0.9932200000;3.3800000000;0.4900000000;11.7000000000;5;314181381,552429;429
red;6.9000000000;0.6300000000;0.0200000000;1.9000000000;0.0780000000;18.0000000000;30.0000000000;0.9971200000;3.4000000000;0.7500000000;9.8000000000;5;203529376,496155;258
red;6.9000000000;0.6300000000;0.0100000000;2.4000000000;0.0760000000;14.0000000000;39.0000000000;0.9952200000;3.3400000000;0.5300000000;10.8000000000;6;206354441,62343;265
red;6.9000000000;0.8400000000;0.2100000000;4.1000000000;0.0740000000;16.0000000000;65.0000000000;0.9984200000;3.5300000000;0.7200000000;9.2333333330;6;158562850,803656;199
red;6.9000000000;1.0900000000;0.0600000000;2.1000000000;0.0610000000;12.0000000000;31.0000000000;0.9948000000;3.5100000000;0.4300000000;11.4000000000;4;65478739,7164147;83
white;7.0000000000;0.1400000000;0.4100000000;0.9000000000;0.0370000000;22.0000000000;95.0000000000;0.9914000000;3.2500000000;0.4300000000;10.9000000000;6;117287800,584535;463
white;7.0000000000;0.1400000000;0.4900000000;5.9000000000;0.0530000000;22.0000000000;118.0000000000;0.9954000000;3.3600000000;0.3600000000;9.4000000000;6;123679588,660273;483
white;7.0000000000;0.1500000000;0.3400000000;1.4000000000;0.0390000000;21.0000000000;177.0000000000;0.9927000000;3.3200000000;0.6200000000;10.8000000000;5;106067344,643367;421
white;7.0000000000;0.1600000000;0.7300000000;1.0000000000;0.1380000000;58.0000000000;150.0000000000;0.9936000000;3.0800000000;0.3000000000;9.2000000000;5;103902558,368491;412
white;7.0000000000;0.1600000000;0.3200000000;1.1000000000;0.0320000000;29.0000000000;80.0000000000;0.9897200000;3.2300000000;0.3600000000;12.1000000000;6;17851484,9603623;69
white;7.0000000000;0.2100000000;0.3700000000;7.2000000000;0.0420000000;36.0000000000;167.0000000000;0.9958000000;3.2600000000;0.5600000000;9.8000000000;6;77079542,2194876;303
white;7.0000000000;0.2200000000;0.3200000000;1.6000000000;0.0450000000;40.0000000000;120.0000000000;0.9914000000;2.9800000000;0.4400000000;10.5000000000;6;88862116,0766768;360
white;7.0000000000;0.2300000000;0.4200000000;1.1000000000;0.0620000000;35.0000000000;100.0000000000;0.9931800000;3.0400000000;0.4000000000;9.2000000000;5;16951446,4178189;65
white;7.0000000000;0.2400000000;0.3400000000;3.0000000000;0.0350000000;36.0000000000;102.0000000000;0.9905000000;3.1800000000;0.4300000000;12.2000000000;6;16309577,0192537;62
white;7.0000000000;0.2700000000;0.3600000000;20.7000000000;0.0450000000;45.0000000000;170.0000000000;1.0010000000;3.0000000000;0.4500000000;8.8000000000;6;44738580,2951971;167
white;7.0000000000;0.2700000000;0.7400000000;1.3000000000;0.1730000000;34.0000000000;121.0000000000;0.9933400000;3.0400000000;0.4600000000;9.2000000000;6;59262269,3948363;215
white;7.0000000000;0.2800000000;0.3300000000;14.6000000000;0.0430000000;47.0000000000;168.0000000000;0.9994000000;3.3400000000;0.6700000000;8.8000000000;6;111402658,988117;441
white;7.0000000000;0.3000000000;0.2700000000;1.5000000000;0.0760000000;24.0000000000;145.0000000000;0.9934400000;3.1000000000;0.5200000000;10.1000000000;5;66528601,522604;248
white;7.0000000000;0.3000000000;0.4900000000;4.7000000000;0.0360000000;17.0000000000;105.0000000000;0.9916000000;3.2600000000;0.6800000000;12.4000000000;7;47227594,8917305;176
white;7.0000000000;0.3100000000;0.3100000000;9.1000000000;0.0360000000;45.0000000000;140.0000000000;0.9921600000;2.9800000000;0.3100000000;12.0000000000;7;48799438,8008322;179
white;7.0000000000;0.3100000000;0.3900000000;7.5000000000;0.0550000000;42.0000000000;218.0000000000;0.9965200000;3.3700000000;0.5400000000;10.3000000000;5;114184171,745326;455
white;7.0000000000;0.3400000000;0.3900000000;6.9000000000;0.0660000000;43.0000000000;162.0000000000;0.9956100000;3.1100000000;0.5300000000;9.5000000000;5;29391291,4210708;110
red;7.0000000000;0.3600000000;0.2100000000;2.4000000000;0.0860000000;24.0000000000;69.0000000000;0.9955600000;3.4000000000;0.5300000000;10.1000000000;6;271507918,78444;364
red;7.0000000000;0.4200000000;0.3500000000;1.6000000000;0.0880000000;16.0000000000;39.0000000000;0.9961000000;3.3400000000;0.5500000000;9.2000000000;5;290545489,176371;388
red;7.0000000000;0.4200000000;0.1900000000;2.3000000000;0.0710000000;18.0000000000;36.0000000000;0.9947600000;3.3900000000;0.5600000000;10.9000000000;5;59301680,1733005;72
red;7.0000000000;0.4300000000;0.3600000000;1.6000000000;0.0890000000;14.0000000000;37.0000000000;0.9961500000;3.3400000000;0.5600000000;9.2000000000;6;144051979,962622;188
red;7.0000000000;0.4300000000;0.3000000000;2.0000000000;0.0850000000;6.0000000000;39.0000000000;0.9934600000;3.3300000000;0.4600000000;11.9000000000;6;361075520,11252;498
red;7.0000000000;0.5100000000;0.0900000000;2.1000000000;0.0620000000;4.0000000000;9.0000000000;0.9958400000;3.3500000000;0.5400000000;10.5000000000;5;118073030,799225;140
white;7.0000000000;0.5500000000;0.0500000000;8.0000000000;0.0360000000;19.0000000000;164.0000000000;0.9926900000;3.2600000000;0.4600000000;12.2000000000;6;125655911,56249;491
red;7.0000000000;0.5600000000;0.1700000000;1.7000000000;0.0650000000;15.0000000000;24.0000000000;0.9951400000;3.4400000000;0.6800000000;10.5500000000;7;109602226,137797;130
red;7.0000000000;0.5700000000;0.0200000000;2.0000000000;0.0720000000;17.0000000000;26.0000000000;0.9957500000;3.3600000000;0.6100000000;10.2000000000;5;228226685,132239;294
red;7.0000000000;0.6200000000;0.1000000000;1.4000000000;0.0710000000;27.0000000000;63.0000000000;0.9960000000;3.2800000000;0.6100000000;9.2000000000;5;159835007,672933;202
red;7.0000000000;0.6500000000;0.0200000000;2.1000000000;0.0660000000;8.0000000000;25.0000000000;0.9972000000;3.4700000000;0.6700000000;9.5000000000;6;172756766,486877;220
white;7.1000000000;0.0900000000;0.3000000000;6.2000000000;0.0320000000;24.0000000000;134.0000000000;0.9930000000;2.9900000000;0.3900000000;10.9000000000;6;125428085,840143;490
white;7.1000000000;0.1800000000;0.4200000000;1.4000000000;0.0450000000;47.0000000000;157.0000000000;0.9916000000;2.9500000000;0.3100000000;10.5000000000;6;82523263,4462002;329
white;7.1000000000;0.2100000000;0.2700000000;8.6000000000;0.0560000000;26.0000000000;111.0000000000;0.9956000000;2.9500000000;0.5200000000;9.5000000000;5;71396608,4546585;275
white;7.1000000000;0.2100000000;0.4000000000;1.2000000000;0.0690000000;24.0000000000;156.0000000000;0.9928000000;3.4200000000;0.4300000000;10.6000000000;6;12323669,9594827;47
white;7.1000000000;0.2100000000;0.3000000000;1.4000000000;0.0370000000;45.0000000000;143.0000000000;0.9932000000;3.1300000000;0.3300000000;9.9000000000;6;8212435,283091;36
red;7.1000000000;0.2200000000;0.4900000000;1.8000000000;0.0390000000;8.0000000000;18.0000000000;0.9934400000;3.3900000000;0.5600000000;12.4000000000;6;16138413,4295514;14
white;7.1000000000;0.2300000000;0.3900000000;13.7000000000;0.0580000000;26.0000000000;172.0000000000;0.9975500000;2.9000000000;0.4600000000;9.0000000000;6;85978474,4831519;346
white;7.1000000000;0.2500000000;0.3100000000;2.3000000000;0.0500000000;32.0000000000;156.0000000000;0.9914000000;3.1400000000;0.5100000000;11.4000000000;6;127491631,294802;497
white;7.1000000000;0.2500000000;0.4900000000;3.0000000000;0.0300000000;30.0000000000;96.0000000000;0.9903000000;3.1300000000;0.3900000000;12.3000000000;7;127791789,118201;498
white;7.1000000000;0.2600000000;0.4900000000;2.2000000000;0.0320000000;31.0000000000;113.0000000000;0.9903000000;3.3700000000;0.4200000000;12.9000000000;9;63478092,5305306;238
white;7.1000000000;0.2600000000;0.3700000000;5.5000000000;0.0250000000;31.0000000000;105.0000000000;0.9908200000;3.0600000000;0.3300000000;12.6000000000;8;23878552,2047787;93
white;7.1000000000;0.2700000000;0.2400000000;12.6000000000;0.0440000000;48.0000000000;118.0000000000;0.9972600000;3.0400000000;0.5600000000;10.0000000000;7;68496360,9135143;258
red;7.1000000000;0.2700000000;0.6000000000;2.1000000000;0.0740000000;17.0000000000;25.0000000000;0.9981400000;3.3800000000;0.7200000000;10.6000000000;6;107139075,301188;129
white;7.1000000000;0.2900000000;0.3000000000;16.0000000000;0.0360000000;58.0000000000;201.0000000000;0.9995400000;3.3000000000;0.6700000000;9.0000000000;5;13942188,9633286;54
white;7.1000000000;0.3000000000;0.3600000000;6.8000000000;0.0550000000;44.5000000000;234.0000000000;0.9972000000;3.4900000000;0.6400000000;10.2000000000;6;35803896,8852253;124
white;7.1000000000;0.3200000000;0.3000000000;9.9000000000;0.0410000000;63.0000000000;192.0000000000;0.9964200000;3.1200000000;0.4900000000;10.2000000000;6;6275238,1746223;28
white;7.1000000000;0.3400000000;0.4900000000;1.5000000000;0.0270000000;26.0000000000;126.0000000000;0.9900000000;3.3000000000;0.3300000000;12.2000000000;7;23052214,3418476;88
white;7.1000000000;0.3800000000;0.4000000000;2.2000000000;0.0420000000;54.0000000000;201.0000000000;0.9917700000;3.0300000000;0.5000000000;11.4000000000;5;44638912,4788516;166
