type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnumy;avg_fixed_acidity;avg_volatile_acidity;avg_citric_acid;avg_residual_sugar;avg_chlorides;avg_free_sulfur_dioxide;avg_total_sulfur_dioxide;avg_density;avg_pH;avg_sulphates;avg_alcohol;avg_quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum;repeats
red;7.0000000000;0.4900000000;0.4900000000;5.6000000000;0.0600000000;26.0000000000;121.0000000000;0.9974000000;3.3400000000;0.7600000000;10.5000000000;5;216;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.213973;0.555786;0.302729;0.109316;0.029220;0.269499;0.001815;0.025800;0.326475;0.014454;0;4.088763;213;1
red;7.0000000000;0.5100000000;0.0900000000;2.1000000000;0.0620000000;4.0000000000;9.0000000000;0.9958400000;3.3500000000;0.5400000000;10.5000000000;5;1023;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.263522;0.714243;0.511476;0.079627;0.841658;0.905574;0.000248;0.028871;0.057503;0.014454;0;5.656872;524;1
red;7.0000000000;0.6000000000;0.3000000000;4.5000000000;0.0680000000;20.0000000000;110.0000000000;0.9991400000;3.3000000000;1.1700000000;10.2000000000;5;1289;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.486497;0.047477;0.046836;0.009441;0.208291;0.154090;0.003563;0.013515;1.042074;0.014529;0;4.266009;252;1
red;7.0000000000;0.6200000000;0.1800000000;1.5000000000;0.0620000000;7.0000000000;50.0000000000;0.9951000000;3.0800000000;0.6000000000;9.3000000000;5;440;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.536047;0.428486;0.651054;0.079627;0.722902;0.475413;0.000494;0.054052;0.047217;0.101483;0;5.336471;449;1
red;7.0000000000;0.6900000000;0.0800000000;1.8000000000;0.0970000000;22.0000000000;89.0000000000;0.9959000000;3.3400000000;0.5400000000;9.2000000000;6;120;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.709472;0.745994;0.581265;0.439938;0.129121;0.066236;0.000308;0.025800;0.057503;0.111144;0;5.106477;402;1
red;7.0000000000;0.7800000000;0.0800000000;2.0000000000;0.0930000000;10.0000000000;19.0000000000;0.9956000000;3.4000000000;0.4700000000;10.0000000000;5;707;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.932446;0.745994;0.534739;0.380559;0.604145;0.800657;0.000007;0.044228;0.179679;0.033852;0;6.496002;691;1
white;7.1000000000;0.1200000000;0.3200000000;9.6000000000;0.0540000000;64.0000000000;162.0000000000;0.9962000000;3.4000000000;0.4100000000;9.4000000000;5;97;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.702700;0.016023;1.233250;0.198384;1.533466;0.699660;0.000610;0.044228;0.284401;0.091821;0;6.726732;779;1
white;7.1000000000;0.1300000000;0.4000000000;1.2000000000;0.0470000000;54.0000000000;134.0000000000;0.9932000000;3.3000000000;0.9700000000;9.8000000000;7;740;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.677925;0.270029;0.720843;0.302297;1.137612;0.405891;0.002403;0.013515;0.693002;0.053175;0;6.198881;661;1
white;7.1000000000;0.1800000000;0.4200000000;1.4000000000;0.0450000000;47.0000000000;157.0000000000;0.9916000000;2.9500000000;0.3100000000;10.5000000000;6;996;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.554050;0.333530;0.674317;0.331987;0.860514;0.647201;0.004010;0.093978;0.458937;0.014454;0;5.895167;594;1
white;7.1000000000;0.1900000000;0.2800000000;3.6000000000;0.0330000000;16.0000000000;78.0000000000;0.9930000000;2.9100000000;0.7800000000;11.4000000000;6;1384;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.529275;0.110979;0.162531;0.510124;0.366633;0.181645;0.002604;0.106263;0.361383;0.101407;0;4.355033;243;1
white;7.1000000000;0.2000000000;0.4100000000;2.1000000000;0.0540000000;24.0000000000;166.0000000000;0.9948000000;3.4800000000;0.6200000000;10.5000000000;6;1008;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.504500;0.301780;0.511476;0.198384;0.049950;0.741627;0.000796;0.068798;0.082125;0.014454;0;4.396079;253;1
white;7.1000000000;0.2500000000;0.3900000000;2.1000000000;0.0360000000;30.0000000000;124.0000000000;0.9908000000;3.2800000000;0.4300000000;12.2000000000;8;887;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.380625;0.238278;0.511476;0.465589;0.187562;0.300974;0.004813;0.007373;0.249493;0.178699;0;4.447071;263;1
white;7.1000000000;0.2600000000;0.3400000000;14.4000000000;0.0670000000;35.0000000000;189.0000000000;0.9986000000;3.0700000000;0.5300000000;9.1000000000;7;632;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.355851;0.079525;2.349875;0.005403;0.385489;0.982936;0.003020;0.057123;0.074957;0.120805;0;6.337173;690;1
white;7.1000000000;0.3000000000;0.4600000000;1.5000000000;0.0660000000;29.0000000000;133.0000000000;0.9906000000;3.1200000000;0.5400000000;12.7000000000;6;165;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.256751;0.460533;0.651054;0.020248;0.147976;0.395400;0.005014;0.041767;0.057503;0.227007;0;4.185442;195;1
white;7.1000000000;0.3200000000;0.3400000000;14.5000000000;0.0390000000;46.0000000000;150.0000000000;0.9950000000;3.3800000000;0.5000000000;12.5000000000;8;655;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.207201;0.079525;2.373138;0.421055;0.820928;0.573759;0.000595;0.038085;0.127318;0.207684;0;6.771477;785;1
white;7.1000000000;0.3400000000;0.1500000000;1.2000000000;0.0530000000;61.0000000000;183.0000000000;0.9936000000;3.0900000000;0.4300000000;9.2000000000;5;175;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.157651;0.523738;0.720843;0.213229;1.414709;0.919986;0.002001;0.050980;0.249493;0.111144;0;6.285963;684;1
white;7.1000000000;0.3400000000;0.2000000000;6.1000000000;0.0630000000;47.0000000000;164.0000000000;0.9946000000;3.1700000000;0.4200000000;10.0000000000;5;80;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.157651;0.364985;0.419044;0.064782;0.860514;0.720643;0.000996;0.026410;0.266947;0.033852;0;4.838013;356;1
red;7.1000000000;0.3500000000;0.2900000000;2.5000000000;0.0960000000;20.0000000000;53.0000000000;0.9962000000;3.4200000000;0.6500000000;11.0000000000;6;316;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.132876;0.079228;0.418424;0.425093;0.208291;0.443938;0.000610;0.050370;0.134486;0.062762;0;3.878267;168;1
white;7.1000000000;0.3650000000;0.1400000000;1.2000000000;0.0550000000;24.0000000000;84.0000000000;0.9941000000;3.1500000000;0.4300000000;8.9000000000;5;351;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.095713;0.555489;0.720843;0.183540;0.049950;0.118694;0.001499;0.032553;0.249493;0.140128;0;4.070091;175;1
white;7.1000000000;0.3700000000;0.6700000000;10.5000000000;0.0450000000;49.0000000000;155.0000000000;0.9975000000;3.1600000000;0.4400000000;8.7000000000;5;136;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.083326;1.127299;1.442617;0.331987;0.939685;0.626218;0.001915;0.029482;0.232040;0.159451;0;6.896209;816;1
white;7.1000000000;0.4400000000;0.3700000000;2.7000000000;0.0410000000;35.0000000000;128.0000000000;0.9896000000;3.0700000000;0.4300000000;13.5000000000;7;1220;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.090098;0.174777;0.371898;0.391366;0.385489;0.342941;0.006019;0.057123;0.249493;0.304298;0;4.295691;222;1
red;7.1000000000;0.4600000000;0.2000000000;1.9000000000;0.0770000000;28.0000000000;54.0000000000;0.9956000000;3.3700000000;0.6400000000;10.4000000000;6;1281;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.139648;0.364985;0.558002;0.143043;0.108391;0.433446;0.000007;0.035014;0.117032;0.004793;0;3.826550;154;1
red;7.1000000000;0.5900000000;0.0000000000;2.1000000000;0.0910000000;9.0000000000;14.0000000000;0.9948800000;3.4200000000;0.5500000000;11.5000000000;7;1031;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.461722;1.000000;0.511476;0.350869;0.643731;0.853115;0.000715;0.050370;0.040050;0.111069;0;5.945306;603;1
red;7.1000000000;0.5900000000;0.0100000000;2.3000000000;0.0800000000;27.0000000000;43.0000000000;0.9955000000;3.4200000000;0.5800000000;10.7000000000;6;898;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.461722;0.968249;0.464950;0.187577;0.068806;0.548855;0.000093;0.050370;0.012310;0.033777;0;4.718898;329;1
red;7.1000000000;0.5900000000;0.0100000000;2.5000000000;0.0770000000;20.0000000000;85.0000000000;0.9974600000;3.5500000000;0.5900000000;9.8000000000;5;785;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.461722;0.968249;0.418424;0.143043;0.208291;0.108202;0.001875;0.090297;0.029764;0.053175;0;4.405231;276;1
red;7.1000000000;0.6100000000;0.0200000000;2.5000000000;0.0810000000;17.0000000000;87.0000000000;0.9974500000;3.4800000000;0.6000000000;9.7000000000;6;793;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.511272;0.936498;0.418424;0.202422;0.327048;0.087219;0.001865;0.068798;0.047217;0.062837;0;4.585789;304;1
red;7.1000000000;0.6300000000;0.0600000000;2.0000000000;0.0830000000;8.0000000000;29.0000000000;0.9985500000;3.6700000000;0.7300000000;9.6000000000;5;298;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.560822;0.809495;0.534739;0.232112;0.683316;0.695739;0.002970;0.127152;0.274115;0.072498;0;5.915147;595;1
red;7.1000000000;0.6600000000;0.0000000000;3.9000000000;0.0860000000;17.0000000000;45.0000000000;0.9976000000;3.4600000000;0.5400000000;9.5000000000;5;720;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;0.635147;1.000000;0.092741;0.276646;0.327048;0.527872;0.002016;0.062655;0.057503;0.082160;0;4.985977;375;1
red;7.1000000000;0.8400000000;0.0200000000;4.4000000000;0.0960000000;5.0000000000;13.0000000000;0.9970000000;3.4100000000;0.5700000000;11.0000000000;4;660;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.922189;1.081096;0.936498;0.023573;0.425093;0.802072;0.863607;0.001413;0.047299;0.005143;0.062762;0;6.170745;645;1
white;7.2000000000;0.0800000000;0.4900000000;1.3000000000;0.0500000000;18.0000000000;148.0000000000;0.9945000000;3.4600000000;0.4400000000;10.2000000000;6;1457;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.801800;0.555786;0.697580;0.257763;0.287462;0.552776;0.001097;0.062655;0.232040;0.014529;0;5.068170;399;1
white;7.2000000000;0.1800000000;0.4100000000;1.2000000000;0.0480000000;41.0000000000;97.0000000000;0.9919000000;3.1400000000;0.4500000000;10.4000000000;5;148;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.554050;0.301780;0.720843;0.287453;0.623001;0.017697;0.003708;0.035624;0.214586;0.004793;0;4.368217;249;1
white;7.2000000000;0.2000000000;0.2500000000;4.5000000000;0.0440000000;31.0000000000;109.0000000000;0.9949000000;3.2300000000;0.3600000000;9.4000000000;5;1156;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.504500;0.206231;0.046836;0.346832;0.227147;0.143598;0.000695;0.007983;0.371669;0.091821;0;3.551994;79;1
white;7.2000000000;0.2100000000;0.3400000000;1.1000000000;0.0460000000;25.0000000000;80.0000000000;0.9920000000;3.2500000000;0.4000000000;11.3000000000;6;1224;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.479725;0.079525;0.744106;0.317142;0.010364;0.160661;0.003608;0.001840;0.301854;0.091746;0;3.795253;118;1
white;7.2000000000;0.2400000000;0.3400000000;1.1000000000;0.0450000000;3.0000000000;64.0000000000;0.9913000000;3.2300000000;0.5100000000;11.4000000000;5;606;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.405400;0.079525;0.744106;0.331987;0.881243;0.328529;0.004311;0.007983;0.109864;0.101407;0;4.599037;304;1
white;7.2000000000;0.2400000000;0.4000000000;1.4000000000;0.0450000000;31.0000000000;106.0000000000;0.9914000000;2.8800000000;0.3800000000;10.8000000000;6;585;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.405400;0.270029;0.674317;0.331987;0.227147;0.112123;0.004211;0.115477;0.336762;0.043439;0;4.125574;182;1
white;7.2000000000;0.2700000000;0.4200000000;1.6000000000;0.0500000000;35.0000000000;135.0000000000;0.9920000000;2.9400000000;0.4600000000;11.0000000000;6;746;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.331076;0.333530;0.627791;0.257763;0.385489;0.416383;0.003608;0.097049;0.197132;0.062762;0;4.317265;226;1
white;7.2000000000;0.2800000000;0.2600000000;12.5000000000;0.0460000000;48.0000000000;179.0000000000;0.9975000000;3.1000000000;0.5200000000;9.0000000000;6;370;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.306301;0.174480;1.907878;0.317142;0.900099;0.878019;0.001915;0.047909;0.092411;0.130467;0;6.361303;704;1
white;7.2000000000;0.2800000000;0.3000000000;10.7000000000;0.0440000000;61.0000000000;222.0000000000;0.9972000000;3.1400000000;0.5000000000;9.1000000000;6;671;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.306301;0.047477;1.489143;0.346832;1.414709;1.329164;0.001614;0.035624;0.127318;0.120805;0;6.823669;799;1
white;7.2000000000;0.3100000000;0.4600000000;5.0000000000;0.0400000000;3.0000000000;29.0000000000;0.9906000000;3.0400000000;0.5300000000;12.5000000000;4;511;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.231976;0.460533;0.163151;0.406211;0.881243;0.695739;0.005014;0.066337;0.074957;0.207684;0;4.797527;349;1
red;7.2000000000;0.3400000000;0.3200000000;2.5000000000;0.0900000000;43.0000000000;113.0000000000;0.9966000000;3.3200000000;0.7900000000;11.1000000000;5;498;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.157651;0.016023;0.418424;0.336025;0.702172;0.185565;0.001011;0.019658;0.378836;0.072423;0;3.892470;170;1
white;7.2000000000;0.3400000000;0.3400000000;12.6000000000;0.0480000000;7.0000000000;41.0000000000;0.9942000000;3.1900000000;0.4000000000;11.7000000000;5;505;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.157651;0.079525;1.931141;0.287453;0.722902;0.569839;0.001398;0.020268;0.301854;0.130392;0;5.807105;582;1
red;7.2000000000;0.3700000000;0.3200000000;2.0000000000;0.0620000000;15.0000000000;28.0000000000;0.9947000000;3.2300000000;0.7300000000;11.3000000000;7;1449;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.083326;0.016023;0.534739;0.079627;0.406218;0.706231;0.000896;0.007983;0.274115;0.091746;0;3.805586;148;1
red;7.2000000000;0.4900000000;0.1800000000;2.7000000000;0.0690000000;13.0000000000;34.0000000000;0.9967000000;3.2900000000;0.4800000000;9.2000000000;6;716;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.213973;0.428486;0.371898;0.024285;0.485389;0.643281;0.001112;0.010444;0.162225;0.111144;0;4.056919;205;1
red;7.2000000000;0.4900000000;0.2400000000;2.2000000000;0.0700000000;5.0000000000;36.0000000000;0.9960000000;3.3300000000;0.4800000000;9.4000000000;5;105;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.213973;0.237982;0.488213;0.039130;0.802072;0.622297;0.000409;0.022729;0.162225;0.091821;0;4.285533;256;1
white;7.2000000000;0.5100000000;0.2400000000;10.0000000000;0.0930000000;35.0000000000;197.0000000000;0.9981000000;3.4100000000;0.4700000000;9.0000000000;5;1035;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.263522;0.237982;1.326302;0.380559;0.385489;1.066870;0.002518;0.047299;0.179679;0.130467;0;5.625369;540;1
red;7.2000000000;0.5600000000;0.2600000000;2.0000000000;0.0830000000;13.0000000000;100.0000000000;0.9958600000;3.2600000000;0.5200000000;9.9000000000;5;1376;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.387397;0.174480;0.534739;0.232112;0.485389;0.049172;0.000268;0.001230;0.092411;0.043514;0;3.605394;103;1
red;7.2000000000;0.5800000000;0.5400000000;2.1000000000;0.1140000000;3.0000000000;9.0000000000;0.9971900000;3.3300000000;0.5700000000;10.3000000000;4;1481;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.436947;0.714539;0.511476;0.692298;0.881243;0.905574;0.001604;0.022729;0.005143;0.004868;0;5.781103;558;1
red;7.2000000000;0.6000000000;0.0400000000;2.5000000000;0.0760000000;18.0000000000;88.0000000000;0.9974500000;3.5300000000;0.5500000000;9.5000000000;5;880;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.486497;0.872997;0.418424;0.128199;0.287462;0.076727;0.001865;0.084154;0.040050;0.082160;0;4.083217;211;1
red;7.2000000000;0.6100000000;0.0800000000;4.0000000000;0.0820000000;26.0000000000;108.0000000000;0.9964100000;3.2500000000;0.5100000000;9.4000000000;5;801;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.511272;0.745994;0.069478;0.217267;0.029220;0.133106;0.000821;0.001840;0.109864;0.091821;0;3.515365;96;1
red;7.2000000000;0.6200000000;0.0600000000;2.7000000000;0.0770000000;15.0000000000;85.0000000000;0.9974600000;3.5100000000;0.5400000000;9.5000000000;5;865;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.536047;0.809495;0.371898;0.143043;0.406218;0.108202;0.001875;0.078012;0.057503;0.082160;0;4.199135;235;1
red;7.2000000000;0.6300000000;0.0000000000;1.9000000000;0.0970000000;14.0000000000;38.0000000000;0.9967500000;3.3700000000;0.5800000000;9.0000000000;6;239;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.560822;1.000000;0.558002;0.439938;0.445804;0.601314;0.001162;0.035014;0.012310;0.130467;0;5.389515;467;1
red;7.2000000000;0.6350000000;0.0700000000;2.6000000000;0.0770000000;16.0000000000;86.0000000000;0.9974800000;3.5100000000;0.5400000000;9.7000000000;5;866;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.573210;0.777744;0.395161;0.143043;0.366633;0.097711;0.001895;0.078012;0.057503;0.062837;0;4.158431;228;1
red;7.2000000000;0.6500000000;0.0200000000;2.3000000000;0.0940000000;5.0000000000;31.0000000000;0.9993000000;3.6700000000;0.8000000000;9.7000000000;5;299;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.610372;0.936498;0.464950;0.395404;0.802072;0.674756;0.003723;0.127152;0.396290;0.062837;0;6.078736;626;1
red;7.2000000000;0.6600000000;0.0300000000;2.3000000000;0.0780000000;16.0000000000;86.0000000000;0.9974300000;3.5300000000;0.5700000000;9.7000000000;5;892;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.635147;0.904747;0.464950;0.157888;0.366633;0.097711;0.001845;0.084154;0.005143;0.062837;0;4.385737;271;1
white;7.2000000000;0.6850000000;0.2100000000;9.5000000000;0.0700000000;33.0000000000;172.0000000000;0.9971000000;3.0000000000;0.5500000000;9.1000000000;6;215;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.697084;0.333234;1.209987;0.039130;0.306318;0.804577;0.001514;0.078622;0.040050;0.120805;0;5.236003;437;1
red;7.2000000000;0.7250000000;0.0500000000;4.6500000000;0.0860000000;4.0000000000;11.0000000000;0.9962000000;3.4100000000;0.3900000000;10.9000000000;5;65;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.604682;0.796184;0.841246;0.081730;0.276646;0.841658;0.884590;0.000610;0.047299;0.319308;0.053100;0;5.747053;546;1
white;7.3000000000;0.1550000000;0.4900000000;1.3000000000;0.0390000000;34.0000000000;136.0000000000;0.9926000000;3.1400000000;0.7700000000;10.5000000000;6;1492;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.615988;0.555786;0.697580;0.421055;0.345903;0.426875;0.003005;0.035624;0.343929;0.014454;0;4.747373;334;1
white;7.3000000000;0.1800000000;0.6500000000;1.4000000000;0.0460000000;28.0000000000;157.0000000000;0.9946000000;3.3300000000;0.6200000000;9.4000000000;6;1239;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.554050;1.063797;0.674317;0.317142;0.108391;0.647201;0.000996;0.022729;0.082125;0.091821;0;4.849743;363;1
white;7.3000000000;0.2300000000;0.3700000000;1.9000000000;0.0410000000;51.0000000000;165.0000000000;0.9908000000;3.2600000000;0.4000000000;12.2000000000;8;1321;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;1.287174;0.430175;0.174777;0.558002;0.391366;1.018855;0.731135;0.004813;0.001230;0.301854;0.178699;0;5.078080;402;1
