type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum
white;5.38227376582781;0.261787991193399;0.270433867739515;1.47676862832769;0.0691593861031841;17.8161620965068;166.12667198393;0.985598577420702;1.84508815473893;0.508810401497817;9.7721130610622;5;0.683136;0.087132;0.098013;0.706096;0.123875;0.574006;0.028571;0.002872;0.000518;0.058645;0.019744;0;2.382608;265
red;6.18737604517776;0.511574822744373;0.0543321564639411;2.99784796031172;0.0613713427026088;17.7295730381731;42.6716852654241;0.985984749747054;1.89292573952945;0.45131387471073;8.68740378346008;6;0.055700;0.678498;0.843140;0.577513;0.444983;0.475699;0.688835;0.000947;0.050233;0.129625;0.018376;0;3.963549;169
white;7.31057161475368;0.296889821473779;0.25211716144028;3.92572605245992;0.0407415246893616;13.4997547921945;58.8156479001651;0.986041384044148;4.60567269730267;0.427711818705301;10.4832000075497;5;0.369418;0.384025;0.247076;0.102139;0.215070;0.639543;0.334454;0.000907;0.002588;0.054316;0.075558;0;2.425094;284
red;8.37570190513888;0.196126703944806;0.546526862596715;2.1485809330346;0.127884335725558;50.6820770507547;101.86299931355;0.986081465033896;3.06857791237405;0.464847587496523;15.4725698697016;5;0.258017;0.074828;0.537218;0.540775;0.569858;0.277981;0.083793;0.001912;0.044019;0.468512;0.048335;0;2.905248;43
white;7.08555362134809;0.164899700750022;0.360945396630042;1.17822337774174;0.0427664731096705;19.8127531010831;89.1928909498285;0.990375791292904;2.17246111290453;0.684547138856981;5.69644070051214;7;0.683136;0.322711;0.098013;0.742834;0.357785;0.015831;0.023289;0.003516;0.018124;0.096299;0.029274;0;2.390812;269
white;6.63498332304533;0.406107044683145;0.375050950249432;1.51777555869587;0.0232362722170042;33.2894140967765;124.930746999029;0.991764247850571;2.69635725083579;0.734304916518902;15.4440976039515;6;0.571735;0.060104;0.003897;0.650989;0.357785;0.115243;0.028571;0.002752;0.021232;0.077472;0.067396;0;1.957176;87
white;5.54483231539358;0.518143833721597;0.147316417097535;10.0387753230452;0.0776888483507359;45.3466553135506;82.2123479296899;0.992926567652492;3.06002422825396;0.482667136649887;12.5958727342234;6;0.258017;0.207341;0.247076;0.249091;0.016840;0.343519;0.408882;0.000203;0.005696;0.228089;0.056498;0;2.021252;114
red;6.25138454721276;0.674057707323962;0.322141155851636;2.50094116286103;0.0495985980494402;26.4301454263292;32.9557632141479;0.996639724019554;3.46965823281505;0.679662573627514;9.34415923923669;5;1.310572;0.413472;0.215704;0.632620;0.355786;0.049705;0.472749;0.000605;0.037804;0.129625;0.008846;0;3.627488;125
white;5.28798433560986;0.322041929022439;0.228935224792761;1.22584883085422;0.0631267306595077;15.5502213365117;78.4071260528398;1.00229357087207;2.65194940249375;0.232819558347736;9.24070440326206;6;0.055700;0.293263;0.254872;0.742834;0.197231;0.015831;0.083793;0.003315;0.105126;0.284570;0.029274;0;2.065809;131
white;10.6668703292325;0.111176107576508;0.422939479466786;5.68113668339972;0.0430571096981558;39.370024897924;107.395842973142;1.00460764973222;3.28225141300016;0.233024871269105;9.44591233919281;5;0.885453;0.352158;0.090217;0.118288;0.108034;0.081369;0.248019;0.000701;0.024339;0.209262;0.056498;0;2.174338;171
red;5.2190742620557;0.513282151240513;0.182686824023683;1.51266117337198;0.0379709525395027;15.1532633071304;79.0100950007774;1.008393427152;4.787072133317;0.673407915330458;12.0141871800612;5;1.199171;0.266235;0.090217;0.614251;0.337947;0.377393;0.429532;0.002495;0.056447;0.204933;0.094619;0;3.673240;134
white;8.07481759474455;0.318173502217829;0.353803047794151;0.695514909838039;0.0589525233335784;26.7388401848767;102.954674724545;1.00935920844906;1.74765161866408;0.297487479599611;11.1964952007768;8;0.258017;0.148446;0.160756;0.797941;0.232910;0.179675;0.023289;0.003717;0.053340;0.096299;0.210350;0;2.164740;167
red;3.98072221460671;0.346156477103433;0.207216824238994;2.53520793597518;0.0950285291246597;12.3800226733588;18.6599563893997;1.01008913711993;4.53414847785502;0.445163857521252;12.1415794671157;6;2.140326;0.087132;0.003897;0.650989;0.177393;0.541237;0.688835;0.001063;0.059555;0.054316;0.200820;0;4.605563;285
red;4.45315129293937;0.523166205338421;0.46542939333134;1.38057442260422;0.049148450951067;10.3510695854257;25.7545263859553;1.01041130558876;2.69531686118861;0.46990923895867;5.4408765627533;5;0.885453;0.236788;0.003897;0.504037;0.195233;0.770618;0.783913;0.001590;0.006732;0.171608;0.008846;0;3.568715;123
white;6.28821630090254;0.283949423100362;0.448157322887943;2.00651669457897;0.0400470675714371;14.7570682337104;88.2417820397164;1.01277307878069;3.39104369864705;0.711601510510531;14.8365900955858;5;0.369418;0.411053;0.160756;0.724465;0.125874;0.082474;0.115005;0.002450;0.021232;0.020991;0.029274;0;2.062992;129
white;9.10642200151109;0.271524348594149;0.333828432959185;9.7021720504714;0.0478821540924514;28.7419262276122;188.150395579055;1.01417997538662;3.12875849804985;0.624586946559893;9.35165878376359;6;0.369418;0.411053;0.027473;0.258275;0.054517;0.048600;0.823768;0.001178;0.028483;0.110798;0.008846;0;2.142409;154
white;6.76260889597055;0.136651679619527;0.159247696792687;1.51884418265103;0.0411252136275087;18.3467819981086;108.687131546712;1.01437029172808;3.71342921487155;0.869922141180273;8.37085814330674;6;0.055700;0.293263;0.090217;0.448930;0.357785;0.442930;0.011284;0.000590;0.044019;0.280241;0.037437;0;2.062396;127
red;5.01664571949918;0.606627937484098;0.475619108338861;2.58406847135465;0.060232415398455;20.8589123312387;119.358610974638;1.01440832887672;3.89037904276611;0.319761978727784;6.09610799783438;5;2.140326;0.442919;0.003897;0.650989;0.462822;0.442930;0.244657;0.002113;0.005696;0.035489;0.094619;0;4.526457;265
red;9.02093401561894;0.397474247259725;0.0729096060039636;2.79834548571865;0.0510422252376223;10.3290332531824;29.5337415907055;1.01523397194298;4.33663099201201;0.500505724099833;15.5752711054033;6;0.369418;0.148446;0.623538;0.614251;0.159554;0.541237;0.792557;0.002189;0.025375;0.002164;0.267532;0;3.546261;115
white;9.05120474023149;0.323714893966306;0.149008849007371;5.31937856279609;0.0312069513198499;18.2945716539568;121.619174575215;1.01640003264375;3.60596199642916;0.476435127710246;8.29273244701929;4;0.258017;0.118999;0.278448;0.193984;0.108034;0.410162;0.118367;0.001666;0.036768;0.035489;0.067396;0;1.627330;19
red;6.26950214156252;0.308153330502337;0.376671063845207;4.38584934852868;0.0662553317099143;9.35417006217305;35.2849273018531;1.02166611348328;2.65599357855919;0.2957344202323;6.82579079164296;7;0.683136;0.177893;0.003897;0.338716;0.088197;0.705081;0.749339;0.000540;0.019161;0.077472;0.076926;0;2.920358;44
red;4.55894869156028;0.952243281252179;0.290819899442859;1.80333581965797;0.0875576981983523;41.4117002260945;170.636263396302;1.02348911760692;2.81288338084925;0.384054932910911;13.3590835301702;5;1.512889;0.884630;0.341192;0.595882;0.373626;0.048600;0.149579;0.000907;0.016054;0.152781;0.056498;0;4.132638;198
white;8.27595453953513;0.165542114483995;0.315775467988382;7.24926018024354;0.0569175605687418;18.3889473581525;136.365218578783;1.02478939514622;2.81511365186076;0.481889892828867;14.7902881206134;6;0.571735;0.116579;0.309820;0.035628;0.054517;0.081369;0.555821;0.002108;0.027446;0.152781;0.105517;0;2.013321;107
white;6.74947471279988;0.28676138753305;0.207956621821819;2.86200394976972;0.0270772888571893;27.7665351286183;84.8577216872594;1.03321119559772;2.81746383180227;0.532300906499773;5.74839283376556;6;0.996854;0.116579;0.215704;0.393823;0.268588;0.148012;0.071788;0.000419;0.011910;0.058645;0.113680;0;2.396002;271
white;3.96354044515284;0.257680866360757;0.374446548352701;5.83280987893531;0.0577179144281913;49.2367085678979;261.360695227394;1.03609414719594;3.37811887044993;0.420316309595973;6.94642700395692;6;0.258017;0.001209;0.058845;0.726684;0.016840;0.114138;0.538534;0.000846;0.021232;0.171608;0.008846;0;1.916799;74
red;5.90359453382695;0.546703824568328;0.219684193436105;0.987805955142787;0.066951784585988;9.33184357860848;28.4241995424127;1.03615458816941;5.02597978627494;0.532406054266125;13.7456244850338;6;0.996854;0.442919;0.403935;0.687727;0.409304;0.574006;0.775270;0.000776;0.050233;0.204933;0.066028;0;4.611985;288
red;4.57286149459779;0.368513019852727;0.369046062849178;0.777841248926489;0.0364663756889109;5.96957583844242;11.0613610621177;1.03697382552926;4.40918297383708;0.431657086744698;9.78871230147631;6;0.258017;0.101856;0.223500;0.779572;0.052518;0.770618;0.904922;0.001395;0.022268;0.020991;0.095986;0;3.231643;70
white;6.49306902544849;0.529910185506197;0.180667598640408;10.2949076265676;0.0237698156552026;39.3780818605711;141.306454877132;1.0383423299744;3.37718758130428;0.492738687046554;12.1348361256477;5;0.571735;0.148446;0.278448;0.285829;0.411303;0.049705;0.089075;0.000701;0.024339;0.209262;0.000683;0;2.069526;132
red;4.53228159214483;0.221103650133383;0.344517613837978;2.66273017657812;0.110924966823419;13.1494573261656;66.1802338146267;1.03840803668767;2.59602118797159;0.394140226886431;14.9801511362841;6;1.199171;0.146027;0.537218;0.504037;0.641215;0.180780;0.481392;0.002415;0.028483;0.148452;0.037437;0;3.906627;162
red;5.74293803856022;0.414441736837165;0.479273442439713;1.20989192798365;0.0462339685162344;22.4701031665199;52.2910235493201;1.03989163995537;4.64857147474023;0.595037114076616;12.4272751626334;5;0.683136;0.236788;0.098013;0.706096;0.569858;0.475699;0.662905;0.001409;0.037804;0.035489;0.123210;0;3.630407;126
red;6.20533598392458;0.572954751854793;0.398718897423814;7.99470439552647;0.077473396070682;25.0684881414607;134.061132194879;1.0405892837996;2.58525664778946;1.06071641098126;7.44892062815316;5;0.369418;0.266235;0.317615;0.010294;0.266590;0.082474;0.106362;0.002616;0.062662;0.336723;0.000683;0;1.821672;4
white;7.41756459821595;0.100732614954711;0.193594522658599;4.46151670186476;0.0824610549005464;27.1343659708849;151.777781688608;1.04266219848642;2.00715300102152;0.382650356875277;13.1716460334208;6;0.055700;0.661355;0.058845;0.249091;0.000999;0.148012;0.092437;0.000706;0.068876;0.246916;0.085089;0;1.668026;25
red;4.55044968117919;0.333026870643931;0.343803221980026;2.30648672675974;0.0365374211793407;17.6251731924341;24.5150553776295;1.04395310681487;4.0096726929791;0.806562231216801;12.8812756942491;6;0.571735;0.442919;0.152961;0.614251;0.266590;0.541237;0.783913;0.000822;0.040911;0.186106;0.143638;0;3.745083;141
white;5.58014373980921;0.345235396731495;0.531199496800079;6.28657340122932;0.0169146066447706;49.2795665483358;121.554318889296;1.0466683902251;2.95145835117274;0.566875075479142;18.2127098972707;7;0.369418;0.060104;0.160756;0.118288;0.661053;0.277981;0.014646;0.004360;0.042982;0.077472;0.210350;0;1.997410;105
white;7.14973553365517;0.358260419361955;0.358672044135396;6.32641959166028;0.0416716195865046;11.2404238150476;85.7986712742897;1.04753944825864;4.33195788794706;0.583795603242055;9.3360930653992;6;0.258017;0.266235;0.160756;0.155026;0.500499;0.442930;0.014646;0.003717;0.003625;0.190435;0.258002;0;2.253888;206
red;10.999515755956;0.338169327104815;0.665057626254754;2.32906771033729;0.0722380776008809;29.6104619071451;112.689220596865;1.04764015927707;4.4098068853997;0.399115333089071;8.95573973955901;4;0.885453;0.118999;0.505846;0.522406;0.302268;0.279087;0.273949;0.002515;0.031590;0.317896;0.085089;0;3.325098;78
white;4.51909337686237;0.326503418421347;0.191712661375686;3.11455638680231;0.0478854532046619;13.2499886955269;72.6453189127301;1.04825893856548;1.96487122432618;0.358936182455623;11.3581291361767;5;0.055700;0.384025;0.498051;0.083770;0.143713;0.541237;0.080431;0.000419;0.039875;0.077472;0.066028;0;1.970721;93
red;9.99227624689417;0.21198225413201;0.338130305746471;2.67486961592367;0.0511255928158795;11.2030189658263;20.5531018609663;1.04985516185492;1.74193847862325;0.525018109367658;7.07113466999636;6;0.571735;0.030657;0.035269;0.559144;0.213072;0.705081;0.775270;0.000002;0.044019;0.129625;0.134108;0;3.197982;63
white;4.39546902776427;0.155496272480904;0.269251545090283;6.85709512945256;0.0392759332063325;29.2785547095808;176.162046393356;1.05208450658282;3.59909095401514;0.22955104051268;5.54292778438221;5;0.683136;0.293263;0.058845;0.230722;0.304267;0.212444;0.080431;0.000339;0.005696;0.265743;0.056498;0;2.191384;179
red;10.7575016031607;0.562465472786768;0.0143490539279589;1.77465158248748;0.0745384132190413;36.1314988097259;73.1959920394492;1.0527316734749;3.95204574350252;0.397804777577273;7.48686272225801;6;0.258017;0.972972;0.937256;0.595882;0.284429;0.015831;0.204802;0.000967;0.031590;0.280241;0.057865;0;3.639852;128
white;6.45146076489724;0.127262945564359;0.467876804965956;2.81718777308488;0.0293179212301045;19.1878816529761;75.8593660978389;1.05306295184301;4.66435995570817;0.529200958065566;9.38930786248535;6;0.369418;0.411053;0.098013;0.412192;0.393463;0.311855;0.075150;0.002762;0.033660;0.016662;0.057865;0;2.182093;175
red;7.21851256892768;0.538046045484377;0.150220448529768;2.22187657725055;0.0983665525517526;7.20590372205851;38.8768801047381;1.05358202926869;2.76896287528703;0.499467336457528;15.015901780758;6;0.683136;0.266235;0.058845;0.632620;0.516340;0.803387;0.662905;0.001244;0.034697;0.133954;0.134108;0;3.927471;165
white;10.0721535478529;0.406917555754738;0.238309294029893;4.30619642423866;0.0579978041737287;47.8685146855914;152.96364080426;1.05410060813923;3.32019975440389;0.453753648049926;14.8741032546191;5;0.369418;0.001209;0.372563;0.120508;0.123875;0.540131;0.417526;0.000098;0.015017;0.209262;0.046967;0;2.216574;186
white;8.76661292352523;0.191154987299614;0.371782758144782;9.30362417850423;0.0398833616125816;28.9450044685839;180.706969282454;1.05595992959044;3.98295772726133;0.25079851334419;14.2998568289694;8;0.055700;0.234369;0.380359;0.304198;0.518338;0.180780;0.089075;0.001706;0.061625;0.359879;0.057865;0;2.243894;202
white;4.49581509774294;0.477301044914483;0.264773663340439;4.05050759508383;0.0347374412206759;35.7620313295155;164.647239192938;1.05753736597181;4.33508390142112;0.433839525169045;9.00812827146609;6;0.055700;0.001209;0.372563;0.065401;0.106036;0.703975;0.754621;0.000088;0.015017;0.171608;0.066028;0;2.312246;227
red;7.10074444004716;0.629783809319336;0.178750187662815;1.26454046006827;0.0757665906931787;6.93007405383416;12.7108472626676;1.05922895229831;1.98203948757513;0.709035234949543;15.2296162610258;7;0.885453;0.266235;0.058845;0.595882;0.106036;0.803387;0.896278;0.000253;0.068876;0.355550;0.095986;0;4.132781;199
red;3.81787359451537;0.494677876437522;0.455562947526313;0.880027272066836;0.0870914230409311;3.21670997072184;16.7262642898462;1.06175253598111;3.05833816146595;0.888444743868937;11.0251368454973;8;0.055700;0.028237;0.035269;0.687727;0.088197;0.901693;0.887635;0.001309;0.003625;1.070979;0.046967;0;3.807338;151
red;9.23965204903119;0.771625148927566;0.0285880695354876;1.63906483117162;0.0703491024376897;12.2572826314363;86.1771595723666;1.06194039440226;1.84369659678839;0.35671120096221;11.8982177115161;6;0.055700;0.855182;0.905884;0.595882;0.427144;0.442930;0.239376;0.002766;0.096841;0.091971;0.066028;0;3.779704;147
white;8.46129284771065;0.209650161227264;0.17835135320519;3.20914019614513;0.0425230369753823;33.6971112188545;166.896976194239;1.06199809826909;4.32923557610575;0.696198511190032;12.1082265193436;7;0.683136;0.499395;0.027473;0.118288;0.393463;0.114138;0.140935;0.000299;0.044019;0.096299;0.085089;0;2.202534;182
white;3.73799469884355;0.323222430177896;0.131555040681897;6.63229906461895;0.0258543412706512;27.2874090010673;155.227780236835;1.06273925656341;3.67163209081294;0.397061789699508;5.73673943921153;7;0.055700;0.057684;0.247076;0.028663;0.411303;0.246318;0.037214;0.001364;0.092697;0.242587;0.018376;0;1.438982;7
white;4.73647187114421;0.43007535934273;0.188749779560973;2.8563096155237;0.0388327417882446;38.8169349976206;133.557408846073;1.06470145167138;2.81349623080523;0.273176705315952;9.20333187229588;6;0.258017;0.146027;0.090217;0.155026;0.482660;0.115243;0.339735;0.001606;0.046089;0.510495;0.010214;0;2.155329;162
red;5.84090989206918;0.392513849835701;0.449619523430967;3.00712961137741;0.0691390377525798;6.9266616608194;20.166646896993;1.06505997303642;3.46477789223375;0.826520892784012;8.33222621750302;5;1.199171;0.207341;0.035269;0.540775;0.391465;0.803387;0.801200;0.001007;0.025375;0.091971;0.067396;0;4.164357;202
red;6.50556811766588;0.143640097750529;0.410916003502662;2.35714882737532;0.0631969644589525;24.7193622746343;81.6135241189413;1.06693393314651;5.06217865591627;0.980639838809334;8.52055739858581;6;1.512889;0.322711;0.160756;0.669358;0.179392;0.246318;0.481392;0.002415;0.059555;0.336723;0.153168;0;4.124677;196
red;8.14484174730034;0.451142552323039;0.233740827639378;1.42452429623437;0.0982821396355582;26.5756182024025;95.9501586080738;1.06789156716629;2.40349491116473;0.725900585492032;8.94979809004152;6;0.683136;0.060104;0.341192;0.559144;0.534179;0.213549;0.403601;0.000866;0.056447;0.002164;0.037437;0;2.891819;41
white;6.17615206544089;0.313051864325313;0.27499102011823;5.16752785239599;0.035391820404054;48.1524748226505;93.3693190308892;1.0682081470286;2.05384932020759;0.509258200130314;11.3624117569049;6;1.310572;0.234369;0.003897;0.285829;0.268588;0.245213;0.019927;0.000801;0.009839;0.020991;0.029274;0;2.429300;289
red;5.82909582355138;0.121838390144023;0.477408931382711;2.32742693570963;0.0484946179651347;7.93954082140328;10.5125752373297;1.0698366764345;1.80883418266337;0.496735176018486;15.7641168440756;6;0.369418;0.352158;0.537218;0.669358;0.304267;0.737849;0.844417;0.001264;0.053340;0.054316;0.181759;0;4.105364;192
red;4.6255789913222;0.239412193004467;0.182590964772252;3.41578551411754;0.0959656748714334;17.3278840591776;77.0896239078067;1.0746383744666;4.03525191276178;0.313224438894256;7.35724151103877;6;1.512889;0.266235;0.215704;0.522406;0.302268;0.049705;0.455462;0.001460;0.047126;0.091971;0.000683;0;3.465909;98
red;7.40011821919027;0.852719800617636;0.173063661745113;3.67254928933451;0.0735009210992435;40.270650865306;76.7799375881017;1.07906799851549;2.85678925033566;0.660645286058471;8.7034702568939;5;0.571735;0.766840;0.184333;0.340936;0.248751;0.179675;0.045857;0.003520;0.047126;0.077472;0.104149;0;2.570394;26
white;5.79478124706691;0.148269673478498;0.644313251319747;6.3981089409909;0.0153807939823809;14.3142870124403;121.304411123033;1.08235307426333;3.67019881854905;0.530246868678505;9.77538016793153;6;0.571735;0.234369;0.348987;0.102139;0.607535;0.279087;0.080431;0.001907;0.027446;0.035489;0.095986;0;2.385111;267
white;3.61980767734939;0.182735547602524;0.456722558181723;2.5169049582639;0.0589321599438201;27.2692424196209;154.503634172221;1.08560330645634;2.94821459307738;0.590828828046857;16.2221544670268;6;0.683136;0.322711;0.003897;0.669358;0.143713;0.180780;0.023289;0.003214;0.033660;0.115126;0.057865;0;2.236749;193
white;7.51437056808361;0.176939224100121;0.182393568516126;5.79614149924606;0.0785429215280412;29.3035095649567;163.726438935543;1.08607316436204;5.29922339035899;0.645144074044602;9.71146041047512;5;0.683136;0.204921;0.090217;0.283609;0.052518;0.082474;0.720047;0.001409;0.099948;0.110798;0.018376;0;2.347453;241
red;5.61632997955873;0.256792461291031;0.341783677984784;2.54967895912016;0.0739982553729814;20.2125243446009;15.5602702337586;1.08725928181032;3.2233258640759;1.0219010143337;8.23698902012304;6;0.683136;0.352158;0.058845;0.669358;0.159554;0.475699;0.827130;0.002033;0.121699;0.543821;0.046967;0;3.940400;167
red;8.84876528308937;0.394837855669847;0.313847678324731;1.95325443604802;0.047176853315381;21.5521776990556;31.4190098417839;1.09154743908257;3.75869286808473;0.374216293403625;10.2509331191448;7;0.055700;0.089551;0.003897;0.632620;0.106036;0.508468;0.757983;0.000002;0.003625;0.374377;0.076926;0;2.609185;32
white;6.05778101077645;0.134266623297876;0.412986075970958;6.47836294232137;0.044858386756152;29.916413058294;193.550671050584;1.09172086954646;1.88927687969503;0.710414547283824;11.6287804783884;7;0.571735;0.617184;0.223500;0.136657;0.250749;0.179675;0.184153;0.000303;0.044019;0.054316;0.018376;0;2.280667;213
red;6.184708855132;0.442596407034659;0.165246682983092;1.71331548681742;0.0672433987251615;23.9111577538107;17.757943422081;1.09193365705941;1.94811162092037;0.759433963878678;14.4435768443091;8;0.571735;0.060104;0.058845;0.669358;0.320108;0.442930;0.792557;0.000510;0.006732;0.317896;0.086456;0;3.327231;82
red;10.3558760536678;0.402595900679587;0.0276838714116057;2.61286480658628;0.0943908700173916;20.0197663017318;21.0834673465607;1.09473216638992;2.15167642983943;0.576221546800506;6.66576174495501;5;0.369418;1.031866;0.874512;0.614251;0.213072;0.377393;0.766626;0.002435;0.068876;0.261414;0.066028;0;4.645891;293
white;7.54198072036179;0.40321333885811;0.339278725978156;6.38672113616839;0.0546166586907301;16.76483688353;135.844808148504;1.09516372661231;1.52661799626426;0.216898253287997;7.84276093728302;7;0.258017;0.028237;0.254872;0.258275;0.322106;0.048600;0.192796;0.002712;0.058518;0.435187;0.134108;0;1.993428;101
white;4.87459825512905;0.479815234682367;0.417497785369574;6.74314515081387;0.0398647783221378;34.7395244563032;115.146004152315;1.09619620436853;4.18613006766883;0.404017109124153;15.929532838409;7;0.683136;0.030657;0.058845;0.193984;0.500499;0.115243;0.248019;0.001103;0.056447;0.209262;0.086456;0;2.183651;177
red;8.31080136579902;0.604498200415205;0.0931642800165362;2.2019274749509;0.0811768532182101;36.8918119289857;76.1212938861652;1.10098251159668;4.15577036594235;0.595573327887207;14.687962514539;6;1.199171;0.501814;0.529422;0.485668;0.962323;0.081369;0.369027;0.000806;0.015017;0.186106;0.027907;0;4.358630;244
white;9.21672503804272;0.19730578049376;0.300875824819556;6.33225393456848;0.0768826067780297;17.9648041651918;136.419676378892;1.10128838239066;2.18071626757594;0.361513489414847;13.4747466501453;5;0.571735;0.528842;0.027473;0.258275;0.052518;0.015831;0.132292;0.000505;0.022268;0.359879;0.075558;0;2.045176;121
red;8.7766881390501;0.97870332494861;0.0321167817580941;1.24388693165754;0.103450635758448;13.2196541212129;83.1503032185633;1.10741734592505;2.02535329393539;0.721758026911242;11.2684107771549;5;0.055700;0.943524;0.905884;0.577513;0.391465;0.475699;0.256662;0.002746;0.096841;0.073143;0.075558;0;3.854735;157
red;7.33990700752797;0.409989181926428;0.377150453287366;2.5816259552865;0.0909428390468556;34.0549046687176;80.3868995277594;1.11480154709466;4.95878972195547;0.53860839150774;12.1372564064756;5;0.055700;0.148446;0.003897;0.669358;0.159554;0.114138;0.481392;0.002455;0.075091;0.468512;0.056498;0;2.235041;16
red;7.98080740776871;0.324457735726997;0.138816531425982;2.28893534783819;0.0924612941183308;32.7098459748903;84.2412542834679;1.11761566079433;1.74201755280485;0.40170720134358;10.6837579599392;6;0.055700;0.001209;0.341192;0.540775;0.337947;0.343519;0.412245;0.001168;0.047126;0.016662;0.037437;0;2.134980;9
red;5.86401588456659;0.462911620133072;0.265221533997074;1.91972694189645;0.0911357709537473;15.7600061330075;42.9233337265268;1.12065843458209;4.77144334635196;0.30357791477879;11.5085187377289;6;0.055700;0.442919;0.435307;0.504037;0.230911;0.574006;0.706122;0.002012;0.022268;0.096299;0.123210;0;3.192791;62
red;3.613789706308;0.267492295734529;0.104875877571313;2.41433013173965;0.0375140452740482;14.0468093908408;26.0821562655268;1.12172319615839;3.9950434529715;0.397131072126346;14.0906024897584;6;0.055700;0.560709;0.592166;0.632620;0.034679;0.410162;0.809844;0.001037;0.002588;0.280241;0.056498;0;3.436244;91
white;6.73402429532398;0.259764895594133;0.257347109029679;2.92228053063609;0.0285869575201008;29.0595069122227;131.459081561756;1.12296449492868;3.35662976454336;0.6931931598711;6.51721035345436;6;0.055700;0.204921;0.152961;0.559144;0.143713;0.016937;0.287874;0.001103;0.036768;0.039818;0.123210;0;1.622149;17
white;10.3966769890648;0.185383230010854;0.448167340597083;1.66824037742832;0.0448494936290397;39.2042539245482;104.045476574437;1.12409414536259;2.55822331469978;0.583810890950993;7.45004087396331;8;0.369418;0.234369;0.027473;0.595882;0.215070;0.049705;0.106362;0.001002;0.037804;0.204933;0.038805;0;1.880823;66
white;5.20421261142576;0.384381395701462;0.343349834015576;4.90375678076685;0.0284669793516985;21.5946007315069;85.2497860908214;1.12849310141109;1.92929030355791;0.701329075060891;11.6511080563821;7;0.683136;0.175474;0.003897;0.423596;0.429142;0.016937;0.014646;0.003134;0.030553;0.204933;0.219881;0;2.205329;183
red;4.58041187093263;1.17099832353537;0.281368281328419;3.55178011418799;0.0918563581246718;18.2044195083405;53.5961550339244;1.1295419068281;3.42941118395471;0.528146969757681;13.8999162897119;6;0.571735;1.311616;0.403935;0.044812;0.676894;0.377393;0.152941;0.002445;0.018124;0.020991;0.088265;0;3.669151;133
white;10.4217083298104;0.235249168050705;0.467871196742734;6.99559690568904;0.0219499508401394;18.5271074288433;109.790831514536;1.13503455014002;4.4188493450735;0.535560075771643;13.9547626277122;6;0.055700;0.499395;0.066641;0.175615;0.250749;0.475699;0.040576;0.001927;0.070947;0.246916;0.029274;0;1.913439;71
white;3.93435489440835;0.200492610755752;0.513466119189441;5.52910551136164;0.0289719170553389;31.4716394129835;129.219615889789;1.13545323753939;1.97882915022312;0.693629599674072;11.0189541944702;5;0.055700;0.087132;0.098013;0.322567;0.179392;0.474594;0.538534;0.000806;0.024339;0.002164;0.075558;0;1.858799;62
white;9.20562330125167;0.304100268913377;0.289907201352442;1.8832420912595;0.0437590700398577;24.7764297805295;69.8334713485616;1.13600308445473;1.75049907093983;0.573428463624393;12.4372534253897;8;0.258017;0.381605;0.090217;0.706096;0.393463;0.049705;0.019927;0.003013;0.025375;0.058645;0.048335;0;2.034398;117
red;4.58923771076347;0.70962383720917;0.151693198170694;3.24751052849291;0.0703602047327897;25.9535100572153;35.4782475593455;1.13722860807917;4.43550351613596;0.381526205807279;15.8552252439655;6;0.571735;0.531261;0.592166;0.559144;0.391465;0.114138;0.472749;0.000585;0.065769;0.110798;0.029274;0;3.439084;92
red;5.85118712979433;0.448843269123476;0.0790077544341681;1.09256285202903;0.0478354541355281;24.9441809724059;160.646967520041;1.14290710039524;3.589200312779;0.310518365263767;6.41382795973775;5;0.683136;0.707945;0.623538;0.650989;0.623376;0.114138;0.071788;0.000907;0.068876;0.096299;0.000683;0;3.641675;129
white;10.3139921783756;0.257292888160073;0.401934475653687;1.27679863245305;0.0633998849033313;22.2512839238029;110.71731424019;1.14570738009549;4.81695915259368;0.530705546992761;10.169941632998;6;0.258017;0.396329;0.027473;0.687727;0.070358;0.114138;0.049220;0.001610;0.155878;0.299068;0.000683;0;2.060501;124
red;5.71197436998889;0.332312918970666;0.143536697916828;4.04827149203538;0.0935529500356248;18.0700958490821;19.5235857287949;1.1468000984682;4.16821416007445;0.374946710148889;10.7900299960374;5;0.369418;0.354577;0.560794;0.485668;0.355786;0.508468;0.680192;0.001550;0.044019;0.077472;0.019744;0;3.457688;95
white;7.7723897556532;0.159348561899045;0.360614059821307;1.67434341860527;0.066430122277242;31.1659484467023;100.243384757063;1.14697430793478;1.79026184999036;0.335449713505311;16.5284323407419;6;0.369418;0.263816;0.027473;0.577513;0.108034;0.048600;0.348378;0.003315;0.024339;0.039818;0.086456;0;1.897160;68
red;4.19098064457616;0.309214118852263;0.405011039735055;4.64030801266667;0.0503272388982021;10.6176134282489;124.987571037697;1.14873470750255;3.58637054198315;1.18909325515282;7.57785185904033;5;0.885453;0.472367;0.129385;0.120508;0.266590;0.442930;0.118367;0.003118;0.040911;0.506166;0.000683;0;2.986478;46
